store_id,model_id,forecast_units,forecast_week,method,product_launched
ST002,MD017,0.25,53,4_week_rolling_average,True
ST002,MD018,0.0,53,4_week_rolling_average,True
ST002,MD019,1.0,53,4_week_rolling_average,True
ST002,MD020,0.0,53,4_week_rolling_average,True
ST002,MD021,3.25,53,4_week_rolling_average,True
ST002,MD022,0.0,53,4_week_rolling_average,False
ST002,MD023,0.0,53,4_week_rolling_average,True
ST002,MD024,0.25,53,4_week_rolling_average,True
ST002,MD025,0.0,53,4_week_rolling_average,True
ST002,MD026,0.0,53,4_week_rolling_average,True
ST002,MD027,0.75,53,4_week_rolling_average,True
ST002,MD028,0.0,53,4_week_rolling_average,False
ST002,MD029,0.0,53,4_week_rolling_average,True
ST002,MD030,1.5,53,4_week_rolling_average,True
ST002,MD031,0.0,53,4_week_rolling_average,True
ST002,MD032,0.5,53,4_week_rolling_average,True
ST002,MD033,0.0,53,4_week_rolling_average,True
ST002,MD034,0.25,53,4_week_rolling_average,True
ST002,MD035,0.75,53,4_week_rolling_average,True
ST002,MD036,0.0,53,4_week_rolling_average,False
ST002,MD037,0.25,53,4_week_rolling_average,True
ST002,MD038,4.25,53,4_week_rolling_average,True
ST002,MD039,1.25,53,4_week_rolling_average,True
ST002,MD040,0.0,53,4_week_rolling_average,True
ST002,MD041,0.25,53,4_week_rolling_average,True
ST002,MD042,0.0,53,4_week_rolling_average,True
ST002,MD043,1.25,53,4_week_rolling_average,True
ST002,MD044,0.25,53,4_week_rolling_average,True
ST002,MD045,0.0,53,4_week_rolling_average,True
ST002,MD046,0.0,53,4_week_rolling_average,True
ST002,MD047,0.0,53,4_week_rolling_average,False
ST002,MD048,0.25,53,4_week_rolling_average,True
ST002,MD049,0.25,53,4_week_rolling_average,True
ST002,MD050,1.25,53,4_week_rolling_average,True
ST002,MD051,0.0,53,4_week_rolling_average,True
ST002,MD052,1.25,53,4_week_rolling_average,True
ST002,MD053,0.0,53,4_week_rolling_average,False
ST002,MD054,0.0,53,4_week_rolling_average,True
ST002,MD055,0.5,53,4_week_rolling_average,True
ST002,MD056,0.0,53,4_week_rolling_average,True
ST002,MD057,0.25,53,4_week_rolling_average,True
ST002,MD058,0.25,53,4_week_rolling_average,True
ST002,MD059,0.0,53,4_week_rolling_average,True
ST002,MD060,0.0,53,4_week_rolling_average,True
ST003,MD001,0.25,53,4_week_rolling_average,True
ST003,MD002,0.25,53,4_week_rolling_average,True
ST003,MD003,0.0,53,4_week_rolling_average,True
ST003,MD004,0.0,53,4_week_rolling_average,False
ST003,MD005,0.0,53,4_week_rolling_average,True
ST003,MD006,0.5,53,4_week_rolling_average,True
ST003,MD007,0.0,53,4_week_rolling_average,True
ST003,MD008,0.0,53,4_week_rolling_average,True
ST003,MD009,0.25,53,4_week_rolling_average,True
ST003,MD010,6.0,53,4_week_rolling_average,True
ST003,MD011,0.0,53,4_week_rolling_average,True
ST003,MD012,8.5,53,4_week_rolling_average,True
ST003,MD013,0.0,53,4_week_rolling_average,False
ST003,MD014,0.0,53,4_week_rolling_average,True
ST003,MD015,1.0,53,4_week_rolling_average,True
ST003,MD016,3.0,53,4_week_rolling_average,True
ST003,MD017,1.0,53,4_week_rolling_average,True
ST003,MD018,0.0,53,4_week_rolling_average,True
ST003,MD019,5.25,53,4_week_rolling_average,True
ST003,MD020,0.0,53,4_week_rolling_average,True
ST003,MD021,2.0,53,4_week_rolling_average,True
ST003,MD022,0.0,53,4_week_rolling_average,False
ST003,MD023,0.0,53,4_week_rolling_average,True
ST003,MD024,1.75,53,4_week_rolling_average,True
ST003,MD025,0.0,53,4_week_rolling_average,True
ST003,MD026,0.0,53,4_week_rolling_average,True
ST003,MD027,3.0,53,4_week_rolling_average,True
ST003,MD028,0.0,53,4_week_rolling_average,False
ST003,MD029,0.0,53,4_week_rolling_average,True
ST003,MD030,0.25,53,4_week_rolling_average,True
ST003,MD031,0.0,53,4_week_rolling_average,True
ST003,MD032,0.75,53,4_week_rolling_average,True
ST003,MD033,0.0,53,4_week_rolling_average,True
ST003,MD034,0.0,53,4_week_rolling_average,True
ST003,MD035,2.75,53,4_week_rolling_average,True
ST003,MD036,0.0,53,4_week_rolling_average,False
ST003,MD037,0.5,53,4_week_rolling_average,True
ST003,MD038,5.0,53,4_week_rolling_average,True
ST003,MD039,0.75,53,4_week_rolling_average,True
ST003,MD040,0.0,53,4_week_rolling_average,True
ST003,MD041,0.5,53,4_week_rolling_average,True
ST003,MD042,0.0,53,4_week_rolling_average,True
ST003,MD043,0.0,53,4_week_rolling_average,True
ST003,MD044,1.75,53,4_week_rolling_average,True
ST003,MD045,0.25,53,4_week_rolling_average,True
ST003,MD046,0.25,53,4_week_rolling_average,True
ST003,MD047,0.0,53,4_week_rolling_average,False
ST003,MD048,0.0,53,4_week_rolling_average,True
ST003,MD049,0.5,53,4_week_rolling_average,True
ST003,MD050,2.75,53,4_week_rolling_average,True
ST003,MD051,0.5,53,4_week_rolling_average,True
ST003,MD052,2.5,53,4_week_rolling_average,True
ST003,MD053,0.0,53,4_week_rolling_average,False
ST003,MD054,0.0,53,4_week_rolling_average,True
ST003,MD055,0.75,53,4_week_rolling_average,True
ST003,MD056,0.0,53,4_week_rolling_average,True
ST003,MD057,0.25,53,4_week_rolling_average,True
ST003,MD058,0.0,53,4_week_rolling_average,True
ST003,MD059,0.0,53,4_week_rolling_average,True
ST003,MD060,0.5,53,4_week_rolling_average,True
ST004,MD001,0.0,53,4_week_rolling_average,True
ST004,MD002,0.0,53,4_week_rolling_average,True
ST004,MD003,0.0,53,4_week_rolling_average,True
ST004,MD004,0.0,53,4_week_rolling_average,False
ST004,MD005,0.0,53,4_week_rolling_average,True
ST004,MD006,0.5,53,4_week_rolling_average,True
ST004,MD007,0.0,53,4_week_rolling_average,True
ST004,MD008,0.0,53,4_week_rolling_average,True
ST004,MD009,0.0,53,4_week_rolling_average,True
ST004,MD010,6.5,53,4_week_rolling_average,True
ST004,MD011,0.0,53,4_week_rolling_average,True
ST004,MD012,1.75,53,4_week_rolling_average,True
ST004,MD013,0.0,53,4_week_rolling_average,False
ST004,MD014,0.0,53,4_week_rolling_average,True
ST004,MD015,0.25,53,4_week_rolling_average,True
ST004,MD016,1.75,53,4_week_rolling_average,True
ST004,MD017,0.0,53,4_week_rolling_average,True
ST004,MD018,0.25,53,4_week_rolling_average,True
ST004,MD019,1.75,53,4_week_rolling_average,True
ST004,MD020,0.0,53,4_week_rolling_average,True
ST004,MD021,0.25,53,4_week_rolling_average,True
ST004,MD022,0.0,53,4_week_rolling_average,False
ST004,MD023,0.0,53,4_week_rolling_average,True
ST004,MD024,0.5,53,4_week_rolling_average,True
ST004,MD025,0.0,53,4_week_rolling_average,True
ST004,MD026,0.0,53,4_week_rolling_average,True
ST004,MD027,2.25,53,4_week_rolling_average,True
ST004,MD028,0.0,53,4_week_rolling_average,False
ST004,MD029,0.0,53,4_week_rolling_average,True
ST004,MD030,0.5,53,4_week_rolling_average,True
ST004,MD031,0.0,53,4_week_rolling_average,True
ST004,MD032,0.0,53,4_week_rolling_average,True
ST004,MD033,0.0,53,4_week_rolling_average,True
ST004,MD034,0.0,53,4_week_rolling_average,True
ST004,MD035,0.75,53,4_week_rolling_average,True
ST004,MD036,0.0,53,4_week_rolling_average,False
ST004,MD037,0.0,53,4_week_rolling_average,True
ST004,MD038,4.0,53,4_week_rolling_average,True
ST004,MD039,0.5,53,4_week_rolling_average,True
ST004,MD040,0.0,53,4_week_rolling_average,True
ST004,MD041,0.0,53,4_week_rolling_average,True
ST004,MD042,0.0,53,4_week_rolling_average,True
ST004,MD043,0.25,53,4_week_rolling_average,True
ST004,MD044,1.0,53,4_week_rolling_average,True
ST004,MD045,0.0,53,4_week_rolling_average,True
ST004,MD046,0.0,53,4_week_rolling_average,True
ST004,MD047,0.0,53,4_week_rolling_average,False
ST004,MD048,0.25,53,4_week_rolling_average,True
ST004,MD049,0.5,53,4_week_rolling_average,True
ST004,MD050,0.5,53,4_week_rolling_average,True
ST004,MD051,0.0,53,4_week_rolling_average,True
ST004,MD052,0.75,53,4_week_rolling_average,True
ST004,MD053,0.0,53,4_week_rolling_average,False
ST004,MD054,0.25,53,4_week_rolling_average,True
ST004,MD055,0.0,53,4_week_rolling_average,True
ST004,MD056,0.0,53,4_week_rolling_average,True
ST004,MD057,0.0,53,4_week_rolling_average,True
ST004,MD058,0.0,53,4_week_rolling_average,True
ST004,MD059,0.0,53,4_week_rolling_average,True
ST004,MD060,0.0,53,4_week_rolling_average,True
ST005,MD001,0.25,53,4_week_rolling_average,True
ST005,MD002,0.5,53,4_week_rolling_average,True
ST005,MD003,0.75,53,4_week_rolling_average,True
ST005,MD004,0.0,53,4_week_rolling_average,False
ST005,MD005,0.0,53,4_week_rolling_average,True
ST005,MD006,0.5,53,4_week_rolling_average,True
ST005,MD007,0.5,53,4_week_rolling_average,True
ST005,MD008,0.0,53,4_week_rolling_average,True
ST005,MD009,0.0,53,4_week_rolling_average,True
ST005,MD010,4.5,53,4_week_rolling_average,True
ST005,MD011,0.0,53,4_week_rolling_average,True
ST005,MD012,4.25,53,4_week_rolling_average,True
ST005,MD013,0.0,53,4_week_rolling_average,False
ST005,MD014,0.0,53,4_week_rolling_average,True
ST005,MD015,0.5,53,4_week_rolling_average,True
ST005,MD016,2.5,53,4_week_rolling_average,True
ST005,MD017,0.25,53,4_week_rolling_average,True
ST005,MD018,0.0,53,4_week_rolling_average,True
ST005,MD019,4.0,53,4_week_rolling_average,True
ST005,MD020,0.0,53,4_week_rolling_average,True
ST005,MD021,2.25,53,4_week_rolling_average,True
ST005,MD022,0.0,53,4_week_rolling_average,False
ST005,MD023,0.0,53,4_week_rolling_average,True
ST005,MD024,2.0,53,4_week_rolling_average,True
ST005,MD025,0.0,53,4_week_rolling_average,True
ST005,MD026,0.25,53,4_week_rolling_average,True
ST005,MD027,2.5,53,4_week_rolling_average,True
ST005,MD028,0.0,53,4_week_rolling_average,False
ST005,MD029,0.0,53,4_week_rolling_average,True
ST005,MD030,0.5,53,4_week_rolling_average,True
ST005,MD031,0.0,53,4_week_rolling_average,True
ST005,MD032,0.25,53,4_week_rolling_average,True
ST005,MD033,0.0,53,4_week_rolling_average,True
ST005,MD034,0.25,53,4_week_rolling_average,True
ST005,MD035,4.0,53,4_week_rolling_average,True
ST005,MD036,0.0,53,4_week_rolling_average,False
ST005,MD037,1.5,53,4_week_rolling_average,True
ST005,MD038,4.0,53,4_week_rolling_average,True
ST005,MD039,1.5,53,4_week_rolling_average,True
ST005,MD040,0.0,53,4_week_rolling_average,True
ST005,MD041,0.25,53,4_week_rolling_average,True
ST005,MD042,0.0,53,4_week_rolling_average,True
ST005,MD043,1.0,53,4_week_rolling_average,True
ST005,MD044,2.0,53,4_week_rolling_average,True
ST005,MD045,0.0,53,4_week_rolling_average,True
ST005,MD046,1.0,53,4_week_rolling_average,True
ST005,MD047,0.0,53,4_week_rolling_average,False
ST005,MD048,0.25,53,4_week_rolling_average,True
ST005,MD049,0.5,53,4_week_rolling_average,True
ST005,MD050,0.0,53,4_week_rolling_average,True
ST005,MD051,0.0,53,4_week_rolling_average,True
ST005,MD052,0.5,53,4_week_rolling_average,True
ST005,MD053,0.0,53,4_week_rolling_average,False
ST005,MD054,0.0,53,4_week_rolling_average,True
ST005,MD055,0.0,53,4_week_rolling_average,True
ST005,MD056,0.0,53,4_week_rolling_average,True
ST005,MD057,1.5,53,4_week_rolling_average,True
ST005,MD058,0.5,53,4_week_rolling_average,True
ST005,MD059,0.0,53,4_week_rolling_average,True
ST005,MD060,0.0,53,4_week_rolling_average,True
ST006,MD001,0.0,53,4_week_rolling_average,True
ST006,MD002,1.0,53,4_week_rolling_average,True
ST006,MD003,0.25,53,4_week_rolling_average,True
ST006,MD004,0.0,53,4_week_rolling_average,False
ST006,MD005,0.0,53,4_week_rolling_average,True
ST006,MD006,2.75,53,4_week_rolling_average,True
ST006,MD007,0.0,53,4_week_rolling_average,True
ST006,MD008,0.0,53,4_week_rolling_average,True
ST006,MD009,0.25,53,4_week_rolling_average,True
ST006,MD010,12.0,53,4_week_rolling_average,True
ST006,MD011,0.0,53,4_week_rolling_average,True
ST006,MD012,7.75,53,4_week_rolling_average,True
ST006,MD013,0.0,53,4_week_rolling_average,False
ST006,MD014,0.0,53,4_week_rolling_average,True
ST006,MD015,0.0,53,4_week_rolling_average,True
ST006,MD016,10.75,53,4_week_rolling_average,True
ST006,MD017,0.5,53,4_week_rolling_average,True
ST006,MD018,0.75,53,4_week_rolling_average,True
ST006,MD019,1.75,53,4_week_rolling_average,True
ST006,MD020,0.0,53,4_week_rolling_average,True
ST006,MD021,8.25,53,4_week_rolling_average,True
ST006,MD022,0.0,53,4_week_rolling_average,False
ST006,MD023,0.0,53,4_week_rolling_average,True
ST006,MD024,0.75,53,4_week_rolling_average,True
ST006,MD025,0.0,53,4_week_rolling_average,True
ST006,MD026,0.25,53,4_week_rolling_average,True
ST006,MD027,0.25,53,4_week_rolling_average,True
ST006,MD028,0.0,53,4_week_rolling_average,False
ST006,MD029,0.0,53,4_week_rolling_average,True
ST006,MD030,1.25,53,4_week_rolling_average,True
ST006,MD031,0.0,53,4_week_rolling_average,True
ST006,MD032,0.75,53,4_week_rolling_average,True
ST006,MD033,0.0,53,4_week_rolling_average,True
ST006,MD034,0.0,53,4_week_rolling_average,True
ST006,MD035,0.25,53,4_week_rolling_average,True
ST006,MD036,0.0,53,4_week_rolling_average,False
ST006,MD037,0.25,53,4_week_rolling_average,True
ST006,MD038,4.5,53,4_week_rolling_average,True
ST006,MD039,1.5,53,4_week_rolling_average,True
ST006,MD040,0.0,53,4_week_rolling_average,True
ST006,MD041,0.0,53,4_week_rolling_average,True
ST006,MD042,0.0,53,4_week_rolling_average,True
ST006,MD043,0.25,53,4_week_rolling_average,True
ST006,MD044,1.25,53,4_week_rolling_average,True
ST006,MD045,0.0,53,4_week_rolling_average,True
ST006,MD046,0.0,53,4_week_rolling_average,True
ST006,MD047,0.0,53,4_week_rolling_average,False
ST006,MD048,0.25,53,4_week_rolling_average,True
ST006,MD049,0.0,53,4_week_rolling_average,True
ST006,MD050,3.25,53,4_week_rolling_average,True
ST006,MD051,0.0,53,4_week_rolling_average,True
ST006,MD052,0.5,53,4_week_rolling_average,True
ST006,MD053,0.0,53,4_week_rolling_average,False
ST006,MD054,0.0,53,4_week_rolling_average,True
ST006,MD055,1.5,53,4_week_rolling_average,True
ST006,MD056,0.0,53,4_week_rolling_average,True
ST006,MD057,0.0,53,4_week_rolling_average,True
ST006,MD058,0.0,53,4_week_rolling_average,True
ST006,MD059,0.0,53,4_week_rolling_average,True
ST006,MD060,0.25,53,4_week_rolling_average,True
ST007,MD001,0.25,53,4_week_rolling_average,True
ST007,MD002,0.25,53,4_week_rolling_average,True
ST007,MD003,1.75,53,4_week_rolling_average,True
ST007,MD004,0.0,53,4_week_rolling_average,False
ST007,MD005,0.25,53,4_week_rolling_average,True
ST007,MD006,0.0,53,4_week_rolling_average,True
ST007,MD007,0.0,53,4_week_rolling_average,True
ST007,MD008,0.0,53,4_week_rolling_average,True
ST007,MD009,0.0,53,4_week_rolling_average,True
ST007,MD010,2.0,53,4_week_rolling_average,True
ST007,MD011,0.0,53,4_week_rolling_average,True
ST007,MD012,14.25,53,4_week_rolling_average,True
ST007,MD013,0.0,53,4_week_rolling_average,False
ST007,MD014,0.0,53,4_week_rolling_average,True
ST007,MD015,0.0,53,4_week_rolling_average,True
ST007,MD016,1.75,53,4_week_rolling_average,True
ST007,MD017,2.0,53,4_week_rolling_average,True
ST007,MD018,0.0,53,4_week_rolling_average,True
ST007,MD019,1.5,53,4_week_rolling_average,True
ST007,MD020,0.0,53,4_week_rolling_average,True
ST007,MD021,3.5,53,4_week_rolling_average,True
ST007,MD022,0.0,53,4_week_rolling_average,False
ST007,MD023,0.0,53,4_week_rolling_average,True
ST007,MD024,1.75,53,4_week_rolling_average,True
ST007,MD025,0.0,53,4_week_rolling_average,True
ST007,MD026,0.0,53,4_week_rolling_average,True
ST007,MD027,0.75,53,4_week_rolling_average,True
ST007,MD028,0.0,53,4_week_rolling_average,False
ST007,MD029,0.0,53,4_week_rolling_average,True
ST007,MD030,0.25,53,4_week_rolling_average,True
ST007,MD031,0.0,53,4_week_rolling_average,True
ST007,MD032,0.5,53,4_week_rolling_average,True
ST007,MD033,0.0,53,4_week_rolling_average,True
ST007,MD034,0.0,53,4_week_rolling_average,True
ST007,MD035,0.75,53,4_week_rolling_average,True
ST007,MD036,0.0,53,4_week_rolling_average,False
ST007,MD037,0.5,53,4_week_rolling_average,True
ST007,MD038,2.0,53,4_week_rolling_average,True
ST007,MD039,0.75,53,4_week_rolling_average,True
ST007,MD040,0.0,53,4_week_rolling_average,True
ST007,MD041,0.25,53,4_week_rolling_average,True
ST007,MD042,0.0,53,4_week_rolling_average,True
ST007,MD043,0.25,53,4_week_rolling_average,True
ST007,MD044,0.25,53,4_week_rolling_average,True
ST007,MD045,0.0,53,4_week_rolling_average,True
ST007,MD046,0.5,53,4_week_rolling_average,True
ST007,MD047,0.0,53,4_week_rolling_average,False
ST007,MD048,0.0,53,4_week_rolling_average,True
ST007,MD049,0.0,53,4_week_rolling_average,True
ST007,MD050,2.0,53,4_week_rolling_average,True
ST007,MD051,0.5,53,4_week_rolling_average,True
ST007,MD052,1.0,53,4_week_rolling_average,True
ST007,MD053,0.0,53,4_week_rolling_average,False
ST007,MD054,0.0,53,4_week_rolling_average,True
ST007,MD055,0.5,53,4_week_rolling_average,True
ST007,MD056,0.0,53,4_week_rolling_average,True
ST007,MD057,0.25,53,4_week_rolling_average,True
ST007,MD058,0.25,53,4_week_rolling_average,True
ST007,MD059,0.0,53,4_week_rolling_average,True
ST007,MD060,0.0,53,4_week_rolling_average,True
ST008,MD001,0.0,53,4_week_rolling_average,True
ST008,MD002,0.0,53,4_week_rolling_average,True
ST008,MD003,0.25,53,4_week_rolling_average,True
ST008,MD004,0.0,53,4_week_rolling_average,False
ST008,MD005,0.0,53,4_week_rolling_average,True
ST008,MD006,0.25,53,4_week_rolling_average,True
ST008,MD007,0.5,53,4_week_rolling_average,True
ST008,MD008,0.0,53,4_week_rolling_average,True
ST008,MD009,0.25,53,4_week_rolling_average,True
ST008,MD010,4.0,53,4_week_rolling_average,True
ST008,MD011,0.0,53,4_week_rolling_average,True
ST008,MD012,3.75,53,4_week_rolling_average,True
ST008,MD013,0.0,53,4_week_rolling_average,False
ST008,MD014,0.0,53,4_week_rolling_average,True
ST008,MD015,0.0,53,4_week_rolling_average,True
ST008,MD016,2.5,53,4_week_rolling_average,True
ST008,MD017,0.25,53,4_week_rolling_average,True
ST008,MD018,0.0,53,4_week_rolling_average,True
ST008,MD019,0.5,53,4_week_rolling_average,True
ST008,MD020,0.0,53,4_week_rolling_average,True
ST008,MD021,3.0,53,4_week_rolling_average,True
ST008,MD022,0.0,53,4_week_rolling_average,False
ST008,MD023,0.0,53,4_week_rolling_average,True
ST008,MD024,0.25,53,4_week_rolling_average,True
ST008,MD025,0.0,53,4_week_rolling_average,True
ST008,MD026,0.0,53,4_week_rolling_average,True
ST008,MD027,3.0,53,4_week_rolling_average,True
ST008,MD028,0.0,53,4_week_rolling_average,False
ST008,MD029,0.0,53,4_week_rolling_average,True
ST008,MD030,0.75,53,4_week_rolling_average,True
ST008,MD031,0.0,53,4_week_rolling_average,True
ST008,MD032,2.25,53,4_week_rolling_average,True
ST008,MD033,0.0,53,4_week_rolling_average,True
ST008,MD034,0.25,53,4_week_rolling_average,True
ST008,MD035,1.5,53,4_week_rolling_average,True
ST008,MD036,0.0,53,4_week_rolling_average,False
ST008,MD037,0.5,53,4_week_rolling_average,True
ST008,MD038,1.5,53,4_week_rolling_average,True
ST008,MD039,1.75,53,4_week_rolling_average,True
ST008,MD040,0.0,53,4_week_rolling_average,True
ST008,MD041,0.25,53,4_week_rolling_average,True
ST008,MD042,0.0,53,4_week_rolling_average,True
ST008,MD043,0.0,53,4_week_rolling_average,True
ST008,MD044,0.5,53,4_week_rolling_average,True
ST008,MD045,0.0,53,4_week_rolling_average,True
ST008,MD046,0.5,53,4_week_rolling_average,True
ST008,MD047,0.0,53,4_week_rolling_average,False
ST008,MD048,0.5,53,4_week_rolling_average,True
ST008,MD049,0.5,53,4_week_rolling_average,True
ST008,MD050,6.0,53,4_week_rolling_average,True
ST008,MD051,0.25,53,4_week_rolling_average,True
ST008,MD052,3.5,53,4_week_rolling_average,True
ST008,MD053,0.0,53,4_week_rolling_average,False
ST008,MD054,0.0,53,4_week_rolling_average,True
ST008,MD055,0.5,53,4_week_rolling_average,True
ST008,MD056,0.0,53,4_week_rolling_average,True
ST008,MD057,0.0,53,4_week_rolling_average,True
ST008,MD058,0.0,53,4_week_rolling_average,True
ST008,MD059,0.0,53,4_week_rolling_average,True
ST008,MD060,0.0,53,4_week_rolling_average,True
ST009,MD001,0.25,53,4_week_rolling_average,True
ST009,MD002,0.25,53,4_week_rolling_average,True
ST009,MD003,0.25,53,4_week_rolling_average,True
ST009,MD004,0.0,53,4_week_rolling_average,False
ST009,MD005,0.0,53,4_week_rolling_average,True
ST009,MD006,2.5,53,4_week_rolling_average,True
ST009,MD007,0.0,53,4_week_rolling_average,True
ST009,MD008,0.0,53,4_week_rolling_average,True
ST009,MD009,0.5,53,4_week_rolling_average,True
ST009,MD010,2.25,53,4_week_rolling_average,True
ST009,MD011,0.0,53,4_week_rolling_average,True
ST009,MD012,9.25,53,4_week_rolling_average,True
ST009,MD013,0.0,53,4_week_rolling_average,False
ST009,MD014,0.0,53,4_week_rolling_average,True
ST009,MD015,0.25,53,4_week_rolling_average,True
ST009,MD016,0.75,53,4_week_rolling_average,True
ST009,MD017,0.5,53,4_week_rolling_average,True
ST009,MD018,0.0,53,4_week_rolling_average,True
ST009,MD019,1.0,53,4_week_rolling_average,True
ST009,MD020,0.5,53,4_week_rolling_average,True
ST009,MD021,2.25,53,4_week_rolling_average,True
ST009,MD022,0.0,53,4_week_rolling_average,False
ST009,MD023,0.0,53,4_week_rolling_average,True
ST009,MD024,1.75,53,4_week_rolling_average,True
ST009,MD025,0.0,53,4_week_rolling_average,True
ST009,MD026,0.0,53,4_week_rolling_average,True
ST009,MD027,0.75,53,4_week_rolling_average,True
ST009,MD028,0.0,53,4_week_rolling_average,False
ST009,MD029,0.0,53,4_week_rolling_average,True
ST009,MD030,0.5,53,4_week_rolling_average,True
ST009,MD031,0.0,53,4_week_rolling_average,True
ST009,MD032,0.0,53,4_week_rolling_average,True
ST009,MD033,0.0,53,4_week_rolling_average,True
ST009,MD034,0.0,53,4_week_rolling_average,True
ST009,MD035,2.5,53,4_week_rolling_average,True
ST009,MD036,0.0,53,4_week_rolling_average,False
ST009,MD037,0.0,53,4_week_rolling_average,True
ST009,MD038,1.75,53,4_week_rolling_average,True
ST009,MD039,0.25,53,4_week_rolling_average,True
ST009,MD040,0.0,53,4_week_rolling_average,True
ST009,MD041,0.25,53,4_week_rolling_average,True
ST009,MD042,0.0,53,4_week_rolling_average,True
ST009,MD043,0.0,53,4_week_rolling_average,True
ST009,MD044,0.5,53,4_week_rolling_average,True
ST009,MD045,0.25,53,4_week_rolling_average,True
ST009,MD046,1.0,53,4_week_rolling_average,True
ST009,MD047,0.0,53,4_week_rolling_average,False
ST009,MD048,0.5,53,4_week_rolling_average,True
ST009,MD049,0.0,53,4_week_rolling_average,True
ST009,MD050,0.5,53,4_week_rolling_average,True
ST009,MD051,0.0,53,4_week_rolling_average,True
ST009,MD052,1.0,53,4_week_rolling_average,True
ST009,MD053,0.0,53,4_week_rolling_average,False
ST009,MD054,0.0,53,4_week_rolling_average,True
ST009,MD055,0.0,53,4_week_rolling_average,True
ST009,MD056,0.0,53,4_week_rolling_average,True
