week_start,week_number,store_id,model_id,units_sold,sales_value,is_festive_week
2025-01-20,21,ST001,MD004,0,0.0,0
2025-01-27,22,ST001,MD004,0,0.0,0
2025-02-03,23,ST001,MD004,0,0.0,0
2025-02-10,24,ST001,MD004,0,0.0,0
2025-02-17,25,ST001,MD004,0,0.0,0
2025-02-24,26,ST001,MD004,0,0.0,0
2025-03-03,27,ST001,MD004,0,0.0,0
2025-03-10,28,ST001,MD004,0,0.0,0
2025-03-17,29,ST001,MD004,0,0.0,0
2025-03-24,30,ST001,MD004,0,0.0,0
2025-03-31,31,ST001,MD004,0,0.0,0
2025-04-07,32,ST001,MD004,0,0.0,0
2025-04-14,33,ST001,MD004,0,0.0,0
2025-04-21,34,ST001,MD004,0,0.0,0
2025-04-28,35,ST001,MD004,0,0.0,0
2025-05-05,36,ST001,MD004,0,0.0,0
2025-05-12,37,ST001,MD004,0,0.0,0
2025-05-19,38,ST001,MD004,0,0.0,0
2025-05-26,39,ST001,MD004,0,0.0,0
2025-06-02,40,ST001,MD004,0,0.0,0
2025-06-09,41,ST001,MD004,0,0.0,0
2025-06-16,42,ST001,MD004,0,0.0,0
2025-06-23,43,ST001,MD004,0,0.0,0
2025-06-30,44,ST001,MD004,0,0.0,0
2025-07-07,45,ST001,MD004,0,0.0,0
2025-07-14,46,ST001,MD004,0,0.0,0
2025-07-21,47,ST001,MD004,0,0.0,0
2025-07-28,48,ST001,MD004,0,0.0,0
2025-08-04,49,ST001,MD004,0,0.0,0
2025-08-11,50,ST001,MD004,0,0.0,0
2025-08-18,51,ST001,MD004,0,0.0,0
2025-08-25,52,ST001,MD004,0,0.0,0
2024-09-02,1,ST001,MD005,0,0.0,0
2024-09-09,2,ST001,MD005,1,11600.0,0
2024-09-16,3,ST001,MD005,1,11600.0,0
2024-09-23,4,ST001,MD005,0,0.0,0
2024-09-30,5,ST001,MD005,0,0.0,0
2024-10-07,6,ST001,MD005,0,0.0,1
2024-10-14,7,ST001,MD005,0,0.0,0
2024-10-21,8,ST001,MD005,0,0.0,0
2024-10-28,9,ST001,MD005,1,11600.0,1
2024-11-04,10,ST001,MD005,2,23200.0,0
2024-11-11,11,ST001,MD005,0,0.0,0
2024-11-18,12,ST001,MD005,0,0.0,0
2024-11-25,13,ST001,MD005,0,0.0,0
2024-12-02,14,ST001,MD005,0,0.0,0
2024-12-09,15,ST001,MD005,2,23200.0,0
2024-12-16,16,ST001,MD005,0,0.0,0
2024-12-23,17,ST001,MD005,0,0.0,0
2024-12-30,18,ST001,MD005,0,0.0,0
2025-01-06,19,ST001,MD005,0,0.0,0
2025-01-13,20,ST001,MD005,0,0.0,0
2025-01-20,21,ST001,MD005,0,0.0,0
2025-01-27,22,ST001,MD005,0,0.0,0
2025-02-03,23,ST001,MD005,1,11600.0,0
2025-02-10,24,ST001,MD005,0,0.0,0
2025-02-17,25,ST001,MD005,0,0.0,0
2025-02-24,26,ST001,MD005,0,0.0,0
2025-03-03,27,ST001,MD005,0,0.0,0
2025-03-10,28,ST001,MD005,0,0.0,0
2025-03-17,29,ST001,MD005,1,11600.0,0
2025-03-24,30,ST001,MD005,0,0.0,0
2025-03-31,31,ST001,MD005,0,0.0,0
2025-04-07,32,ST001,MD005,0,0.0,0
2025-04-14,33,ST001,MD005,0,0.0,0
2025-04-21,34,ST001,MD005,0,0.0,0
2025-04-28,35,ST001,MD005,0,0.0,0
2025-05-05,36,ST001,MD005,0,0.0,0
2025-05-12,37,ST001,MD005,0,0.0,0
2025-05-19,38,ST001,MD005,0,0.0,0
2025-05-26,39,ST001,MD005,0,0.0,0
2025-06-02,40,ST001,MD005,0,0.0,0
2025-06-09,41,ST001,MD005,0,0.0,0
2025-06-16,42,ST001,MD005,0,0.0,0
2025-06-23,43,ST001,MD005,0,0.0,0
2025-06-30,44,ST001,MD005,0,0.0,0
2025-07-07,45,ST001,MD005,0,0.0,0
2025-07-14,46,ST001,MD005,0,0.0,0
2025-07-21,47,ST001,MD005,0,0.0,0
2025-07-28,48,ST001,MD005,0,0.0,0
2025-08-04,49,ST001,MD005,0,0.0,0
2025-08-11,50,ST001,MD005,0,0.0,0
2025-08-18,51,ST001,MD005,0,0.0,0
2025-08-25,52,ST001,MD005,0,0.0,0
2024-09-02,1,ST001,MD006,0,0.0,0
2024-09-09,2,ST001,MD006,2,26200.0,0
2024-09-16,3,ST001,MD006,2,26200.0,0
2024-09-23,4,ST001,MD006,1,13100.0,0
2024-09-30,5,ST001,MD006,2,26200.0,0
2024-10-07,6,ST001,MD006,7,91700.0,1
2024-10-14,7,ST001,MD006,4,52400.0,0
2024-10-21,8,ST001,MD006,2,26200.0,0
2024-10-28,9,ST001,MD006,19,248900.0,1
2024-11-04,10,ST001,MD006,2,26200.0,0
2024-11-11,11,ST001,MD006,1,13100.0,0
2024-11-18,12,ST001,MD006,6,78600.0,0
2024-11-25,13,ST001,MD006,5,65500.0,0
2024-12-02,14,ST001,MD006,9,117900.0,0
2024-12-09,15,ST001,MD006,4,52400.0,0
2024-12-16,16,ST001,MD006,4,52400.0,0
2024-12-23,17,ST001,MD006,4,52400.0,0
2024-12-30,18,ST001,MD006,2,26200.0,0
2025-01-06,19,ST001,MD006,4,52400.0,0
2025-01-13,20,ST001,MD006,1,13100.0,0
2025-01-20,21,ST001,MD006,10,131000.0,0
2025-01-27,22,ST001,MD006,3,39300.0,0
2025-02-03,23,ST001,MD006,4,52400.0,0
2025-02-10,24,ST001,MD006,3,39300.0,0
2025-02-17,25,ST001,MD006,1,13100.0,0
2025-02-24,26,ST001,MD006,2,26200.0,0
2025-03-03,27,ST001,MD006,3,39300.0,0
2025-03-10,28,ST001,MD006,2,26200.0,0
2025-03-17,29,ST001,MD006,2,26200.0,0
2025-03-24,30,ST001,MD006,1,13100.0,0
2025-03-31,31,ST001,MD006,1,13100.0,0
2025-04-07,32,ST001,MD006,3,39300.0,0
2025-04-14,33,ST001,MD006,2,26200.0,0
2025-04-21,34,ST001,MD006,1,13100.0,0
2025-04-28,35,ST001,MD006,2,26200.0,0
2025-05-05,36,ST001,MD006,1,13100.0,0
2025-05-12,37,ST001,MD006,2,26200.0,0
2025-05-19,38,ST001,MD006,0,0.0,0
2025-05-26,39,ST001,MD006,1,13100.0,0
2025-06-02,40,ST001,MD006,2,26200.0,0
2025-06-09,41,ST001,MD006,0,0.0,0
2025-06-16,42,ST001,MD006,0,0.0,0
2025-06-23,43,ST001,MD006,0,0.0,0
2025-06-30,44,ST001,MD006,1,13100.0,0
2025-07-07,45,ST001,MD006,0,0.0,0
2025-07-14,46,ST001,MD006,0,0.0,0
2025-07-21,47,ST001,MD006,2,26200.0,0
2025-07-28,48,ST001,MD006,1,13100.0,0
2025-08-04,49,ST001,MD006,0,0.0,0
2025-08-11,50,ST001,MD006,0,0.0,0
2025-08-18,51,ST001,MD006,0,0.0,0
2025-08-25,52,ST001,MD006,1,13100.0,0
2024-09-02,1,ST001,MD007,0,0.0,0
2024-09-09,2,ST001,MD007,0,0.0,0
2024-09-16,3,ST001,MD007,0,0.0,0
2024-09-23,4,ST001,MD007,0,0.0,0
2024-09-30,5,ST001,MD007,0,0.0,0
2024-10-07,6,ST001,MD007,0,0.0,1
2024-10-14,7,ST001,MD007,0,0.0,0
2024-10-21,8,ST001,MD007,0,0.0,0
2024-10-28,9,ST001,MD007,0,0.0,1
2024-11-04,10,ST001,MD007,0,0.0,0
2024-11-11,11,ST001,MD007,0,0.0,0
2024-11-18,12,ST001,MD007,0,0.0,0
2024-11-25,13,ST001,MD007,0,0.0,0
2024-12-02,14,ST001,MD007,0,0.0,0
2024-12-09,15,ST001,MD007,0,0.0,0
2024-12-16,16,ST001,MD007,0,0.0,0
2024-12-23,17,ST001,MD007,0,0.0,0
2024-12-30,18,ST001,MD007,0,0.0,0
2025-01-06,19,ST001,MD007,0,0.0,0
2025-01-13,20,ST001,MD007,0,0.0,0
2025-01-20,21,ST001,MD007,0,0.0,0
2025-01-27,22,ST001,MD007,0,0.0,0
2025-02-03,23,ST001,MD007,0,0.0,0
2025-02-10,24,ST001,MD007,0,0.0,0
2025-02-17,25,ST001,MD007,0,0.0,0
2025-02-24,26,ST001,MD007,0,0.0,0
2025-03-03,27,ST001,MD007,0,0.0,0
2025-03-10,28,ST001,MD007,0,0.0,0
2025-03-17,29,ST001,MD007,0,0.0,0
2025-03-24,30,ST001,MD007,0,0.0,0
2025-03-31,31,ST001,MD007,0,0.0,0
2025-04-07,32,ST001,MD007,0,0.0,0
2025-04-14,33,ST001,MD007,0,0.0,0
2025-04-21,34,ST001,MD007,0,0.0,0
2025-04-28,35,ST001,MD007,0,0.0,0
2025-05-05,36,ST001,MD007,0,0.0,0
2025-05-12,37,ST001,MD007,0,0.0,0
2025-05-19,38,ST001,MD007,0,0.0,0
2025-05-26,39,ST001,MD007,0,0.0,0
2025-06-02,40,ST001,MD007,0,0.0,0
2025-06-09,41,ST001,MD007,0,0.0,0
2025-06-16,42,ST001,MD007,0,0.0,0
2025-06-23,43,ST001,MD007,0,0.0,0
2025-06-30,44,ST001,MD007,0,0.0,0
2025-07-07,45,ST001,MD007,0,0.0,0
2025-07-14,46,ST001,MD007,0,0.0,0
2025-07-21,47,ST001,MD007,0,0.0,0
2025-07-28,48,ST001,MD007,0,0.0,0
2025-08-04,49,ST001,MD007,0,0.0,0
2025-08-11,50,ST001,MD007,0,0.0,0
2025-08-18,51,ST001,MD007,0,0.0,0
2025-08-25,52,ST001,MD007,1,14300.0,0
2024-09-02,1,ST001,MD008,0,0.0,0
2024-09-09,2,ST001,MD008,0,0.0,0
2024-09-16,3,ST001,MD008,0,0.0,0
2024-09-23,4,ST001,MD008,0,0.0,0
2024-09-30,5,ST001,MD008,1,8500.0,0
2024-10-07,6,ST001,MD008,0,0.0,1
2024-10-14,7,ST001,MD008,0,0.0,0
2024-10-21,8,ST001,MD008,0,0.0,0
2024-10-28,9,ST001,MD008,0,0.0,1
2024-11-04,10,ST001,MD008,0,0.0,0
2024-11-11,11,ST001,MD008,0,0.0,0
2024-11-18,12,ST001,MD008,0,0.0,0
2024-11-25,13,ST001,MD008,0,0.0,0
2024-12-02,14,ST001,MD008,1,8500.0,0
2024-12-09,15,ST001,MD008,0,0.0,0
2024-12-16,16,ST001,MD008,0,0.0,0
2024-12-23,17,ST001,MD008,0,0.0,0
2024-12-30,18,ST001,MD008,0,0.0,0
2025-01-06,19,ST001,MD008,0,0.0,0
2025-01-13,20,ST001,MD008,0,0.0,0
2025-01-20,21,ST001,MD008,1,8500.0,0
2025-01-27,22,ST001,MD008,0,0.0,0
2025-02-03,23,ST001,MD008,0,0.0,0
2025-02-10,24,ST001,MD008,0,0.0,0
2025-02-17,25,ST001,MD008,0,0.0,0
2025-02-24,26,ST001,MD008,0,0.0,0
2025-03-03,27,ST001,MD008,0,0.0,0
2025-03-10,28,ST001,MD008,0,0.0,0
2025-03-17,29,ST001,MD008,0,0.0,0
2025-03-24,30,ST001,MD008,0,0.0,0
2025-03-31,31,ST001,MD008,0,0.0,0
2025-04-07,32,ST001,MD008,0,0.0,0
2025-04-14,33,ST001,MD008,0,0.0,0
2025-04-21,34,ST001,MD008,0,0.0,0
2025-04-28,35,ST001,MD008,0,0.0,0
2025-05-05,36,ST001,MD008,0,0.0,0
2025-05-12,37,ST001,MD008,0,0.0,0
2025-05-19,38,ST001,MD008,0,0.0,0
2025-05-26,39,ST001,MD008,0,0.0,0
2025-06-02,40,ST001,MD008,0,0.0,0
2025-06-09,41,ST001,MD008,0,0.0,0
2025-06-16,42,ST001,MD008,0,0.0,0
2025-06-23,43,ST001,MD008,0,0.0,0
2025-06-30,44,ST001,MD008,0,0.0,0
2025-07-07,45,ST001,MD008,0,0.0,0
2025-07-14,46,ST001,MD008,0,0.0,0
2025-07-21,47,ST001,MD008,0,0.0,0
2025-07-28,48,ST001,MD008,0,0.0,0
2025-08-04,49,ST001,MD008,0,0.0,0
2025-08-11,50,ST001,MD008,0,0.0,0
2025-08-18,51,ST001,MD008,0,0.0,0
2025-08-25,52,ST001,MD008,0,0.0,0
2024-09-02,1,ST001,MD009,0,0.0,0
2024-09-09,2,ST001,MD009,2,23000.0,0
2024-09-16,3,ST001,MD009,3,34500.0,0
2024-09-23,4,ST001,MD009,4,46000.0,0
2024-09-30,5,ST001,MD009,0,0.0,0
2024-10-07,6,ST001,MD009,10,115000.0,1
2024-10-14,7,ST001,MD009,6,69000.0,0
2024-10-21,8,ST001,MD009,3,34500.0,0
2024-10-28,9,ST001,MD009,29,333500.0,1
2024-11-04,10,ST001,MD009,5,57500.0,0
2024-11-11,11,ST001,MD009,10,115000.0,0
2024-11-18,12,ST001,MD009,6,69000.0,0
2024-11-25,13,ST001,MD009,9,103500.0,0
2024-12-02,14,ST001,MD009,6,69000.0,0
2024-12-09,15,ST001,MD009,5,57500.0,0
2024-12-16,16,ST001,MD009,6,69000.0,0
2024-12-23,17,ST001,MD009,6,69000.0,0
2024-12-30,18,ST001,MD009,2,23000.0,0
2025-01-06,19,ST001,MD009,3,34500.0,0
2025-01-13,20,ST001,MD009,6,69000.0,0
2025-01-20,21,ST001,MD009,2,23000.0,0
2025-01-27,22,ST001,MD009,3,34500.0,0
2025-02-03,23,ST001,MD009,1,11500.0,0
2025-02-10,24,ST001,MD009,4,46000.0,0
2025-02-17,25,ST001,MD009,2,23000.0,0
2025-02-24,26,ST001,MD009,1,11500.0,0
2025-03-03,27,ST001,MD009,0,0.0,0
2025-03-10,28,ST001,MD009,3,34500.0,0
2025-03-17,29,ST001,MD009,0,0.0,0
2025-03-24,30,ST001,MD009,0,0.0,0
2025-03-31,31,ST001,MD009,0,0.0,0
2025-04-07,32,ST001,MD009,1,11500.0,0
2025-04-14,33,ST001,MD009,2,23000.0,0
2025-04-21,34,ST001,MD009,2,23000.0,0
2025-04-28,35,ST001,MD009,0,0.0,0
2025-05-05,36,ST001,MD009,2,23000.0,0
2025-05-12,37,ST001,MD009,3,34500.0,0
2025-05-19,38,ST001,MD009,0,0.0,0
2025-05-26,39,ST001,MD009,1,11500.0,0
2025-06-02,40,ST001,MD009,3,34500.0,0
2025-06-09,41,ST001,MD009,0,0.0,0
2025-06-16,42,ST001,MD009,1,11500.0,0
2025-06-23,43,ST001,MD009,0,0.0,0
2025-06-30,44,ST001,MD009,0,0.0,0
2025-07-07,45,ST001,MD009,0,0.0,0
2025-07-14,46,ST001,MD009,0,0.0,0
2025-07-21,47,ST001,MD009,0,0.0,0
2025-07-28,48,ST001,MD009,0,0.0,0
2025-08-04,49,ST001,MD009,0,0.0,0
2025-08-11,50,ST001,MD009,0,0.0,0
2025-08-18,51,ST001,MD009,0,0.0,0
2025-08-25,52,ST001,MD009,0,0.0,0
2024-09-02,1,ST001,MD010,0,0.0,0
2024-09-09,2,ST001,MD010,0,0.0,0
2024-09-16,3,ST001,MD010,0,0.0,0
2024-09-23,4,ST001,MD010,0,0.0,0
2024-09-30,5,ST001,MD010,0,0.0,0
2024-10-07,6,ST001,MD010,0,0.0,1
2024-10-14,7,ST001,MD010,0,0.0,0
2024-10-21,8,ST001,MD010,0,0.0,0
2024-10-28,9,ST001,MD010,0,0.0,1
2024-11-04,10,ST001,MD010,0,0.0,0
2024-11-11,11,ST001,MD010,0,0.0,0
2024-11-18,12,ST001,MD010,0,0.0,0
2024-11-25,13,ST001,MD010,0,0.0,0
2024-12-02,14,ST001,MD010,0,0.0,0
2024-12-09,15,ST001,MD010,0,0.0,0
2024-12-16,16,ST001,MD010,0,0.0,0
2024-12-23,17,ST001,MD010,0,0.0,0
2024-12-30,18,ST001,MD010,0,0.0,0
2025-01-06,19,ST001,MD010,0,0.0,0
2025-01-13,20,ST001,MD010,0,0.0,0
2025-01-20,21,ST001,MD010,0,0.0,0
2025-01-27,22,ST001,MD010,0,0.0,0
2025-02-03,23,ST001,MD010,0,0.0,0
2025-02-10,24,ST001,MD010,0,0.0,0
2025-02-17,25,ST001,MD010,0,0.0,0
2025-02-24,26,ST001,MD010,0,0.0,0
2025-03-03,27,ST001,MD010,0,0.0,0
2025-03-10,28,ST001,MD010,0,0.0,0
2025-03-17,29,ST001,MD010,0,0.0,0
2025-03-24,30,ST001,MD010,0,0.0,0
2025-03-31,31,ST001,MD010,0,0.0,0
2025-04-07,32,ST001,MD010,0,0.0,0
2025-04-14,33,ST001,MD010,0,0.0,0
2025-04-21,34,ST001,MD010,0,0.0,0
2025-04-28,35,ST001,MD010,0,0.0,0
2025-05-05,36,ST001,MD010,0,0.0,0
2025-05-12,37,ST001,MD010,0,0.0,0
2025-05-19,38,ST001,MD010,0,0.0,0
2025-05-26,39,ST001,MD010,2,19600.0,0
2025-06-02,40,ST001,MD010,1,9800.0,0
2025-06-09,41,ST001,MD010,7,68600.0,0
2025-06-16,42,ST001,MD010,7,68600.0,0
2025-06-23,43,ST001,MD010,5,49000.0,0
2025-06-30,44,ST001,MD010,8,78400.0,0
2025-07-07,45,ST001,MD010,11,107800.0,0
2025-07-14,46,ST001,MD010,13,127400.0,0
2025-07-21,47,ST001,MD010,14,137200.0,0
2025-07-28,48,ST001,MD010,12,117600.0,0
2025-08-04,49,ST001,MD010,12,117600.0,0
2025-08-11,50,ST001,MD010,17,166600.0,0
2025-08-18,51,ST001,MD010,17,166600.0,0
2025-08-25,52,ST001,MD010,13,127400.0,0
2024-09-02,1,ST001,MD011,5,60500.0,0
2024-09-09,2,ST001,MD011,9,108900.0,0
2024-09-16,3,ST001,MD011,2,24200.0,0
2024-09-23,4,ST001,MD011,2,24200.0,0
2024-09-30,5,ST001,MD011,3,36300.0,0
2024-10-07,6,ST001,MD011,11,133100.0,1
2024-10-14,7,ST001,MD011,6,72600.0,0
2024-10-21,8,ST001,MD011,6,72600.0,0
2024-10-28,9,ST001,MD011,7,84700.0,1
2024-11-04,10,ST001,MD011,2,24200.0,0
2024-11-11,11,ST001,MD011,3,36300.0,0
2024-11-18,12,ST001,MD011,7,84700.0,0
2024-11-25,13,ST001,MD011,3,36300.0,0
2024-12-02,14,ST001,MD011,4,48400.0,0
2024-12-09,15,ST001,MD011,2,24200.0,0
2024-12-16,16,ST001,MD011,1,12100.0,0
2024-12-23,17,ST001,MD011,2,24200.0,0
2024-12-30,18,ST001,MD011,4,48400.0,0
2025-01-06,19,ST001,MD011,4,48400.0,0
2025-01-13,20,ST001,MD011,1,12100.0,0
2025-01-20,21,ST001,MD011,0,0.0,0
2025-01-27,22,ST001,MD011,0,0.0,0
2025-02-03,23,ST001,MD011,0,0.0,0
2025-02-10,24,ST001,MD011,0,0.0,0
2025-02-17,25,ST001,MD011,1,12100.0,0
2025-02-24,26,ST001,MD011,0,0.0,0
2025-03-03,27,ST001,MD011,1,12100.0,0
2025-03-10,28,ST001,MD011,1,12100.0,0
2025-03-17,29,ST001,MD011,1,12100.0,0
