forecast_week,store_id,model_id,category,price,forecast_units,max_units,priority_score,value_per_rupee,allocated_units,allocated_value,recommendation_reason
53,ST001,MD054,Premium,74400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST001,MD056,Flagship,102800.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST001,MD057,Flagship,119700.0,0.25,0,0.23702205882352942,1.9801341589267285e-06,0,0.0,No forecast demand
53,ST001,MD058,Flagship,150000.0,0.75,0,0.8859375,5.90625e-06,0,0.0,No forecast demand
53,ST001,MD059,Flagship,128600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST001,MD060,Flagship,105100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD038,Mid-range,39900.0,4.25,4,5.0203125,0.00012582236842105263,4,159600.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD050,Premium,97100.0,1.25,1,1.4765625,1.5206616889804325e-05,1,97100.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD052,Premium,96000.0,1.25,1,1.4765625,1.5380859375e-05,1,96000.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD010,Entry,9800.0,8.75,8,10.3359375,0.0010546875,8,78400.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD021,Budget,25200.0,3.25,3,3.8390625000000003,0.00015234375,3,75600.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD043,Upper-mid,59500.0,1.25,1,1.1484375,1.9301470588235294e-05,1,59500.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD012,Entry,9100.0,6.25,6,7.3828125,0.000811298076923077,6,54600.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD039,Upper-mid,51000.0,1.25,1,1.283717105263158,2.517092363261094e-05,1,51000.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD030,Mid-range,27200.0,1.5,1,1.5788228155339805,5.804495645345517e-05,1,27200.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD019,Budget,25600.0,1.0,1,0.9187500000000001,3.5888671875000005e-05,1,25600.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD016,Budget,23300.0,1.25,1,1.4765625,6.337178111587982e-05,1,23300.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD002,Keypad,7900.0,1.25,1,1.1484375,0.00014537183544303798,1,7900.0,Allocated based on forecast demand and priority per rupee
53,ST002,MD001,Keypad,7600.0,0.25,0,0.22968750000000002,3.0222039473684212e-05,0,0.0,No forecast demand
53,ST002,MD003,Keypad,6300.0,0.75,0,0.8859375,0.00014062500000000002,0,0.0,No forecast demand
53,ST002,MD004,Keypad,8800.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD005,Entry,11600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD006,Entry,13100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD007,Entry,14300.0,0.25,0,0.29531250000000003,2.0651223776223777e-05,0,0.0,No forecast demand
53,ST002,MD008,Entry,8500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD009,Entry,11500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD011,Entry,12100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD013,Entry,14500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD014,Budget,20600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD015,Budget,16700.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD017,Budget,19500.0,0.25,0,0.22968750000000002,1.1778846153846154e-05,0,0.0,No forecast demand
53,ST002,MD018,Budget,15900.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD020,Budget,19500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD022,Budget,21400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD023,Budget,21300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD024,Budget,16600.0,0.25,0,0.22968750000000002,1.383659638554217e-05,0,0.0,No forecast demand
53,ST002,MD025,Budget,16000.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD026,Mid-range,31900.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD027,Mid-range,46300.0,0.75,0,0.6890625,1.488255939524838e-05,0,0.0,No forecast demand
53,ST002,MD028,Mid-range,36500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD029,Mid-range,31600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD031,Mid-range,38400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD032,Mid-range,42200.0,0.5,0,0.49561567164179104,1.1744447195303105e-05,0,0.0,No forecast demand
53,ST002,MD033,Mid-range,36100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD034,Mid-range,44100.0,0.25,0,0.22968750000000002,5.208333333333334e-06,0,0.0,No forecast demand
53,ST002,MD035,Mid-range,32400.0,0.75,0,0.7557459677419355,2.332549283154122e-05,0,0.0,No forecast demand
53,ST002,MD036,Mid-range,36400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD037,Mid-range,35400.0,0.25,0,0.22968750000000002,6.488347457627119e-06,0,0.0,No forecast demand
53,ST002,MD040,Upper-mid,60000.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD041,Upper-mid,69300.0,0.25,0,0.22968750000000002,3.3143939393939395e-06,0,0.0,No forecast demand
53,ST002,MD042,Upper-mid,48300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD044,Upper-mid,66900.0,0.25,0,0.22968750000000002,3.4332959641255608e-06,0,0.0,No forecast demand
53,ST002,MD045,Upper-mid,52500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD046,Upper-mid,71500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD047,Upper-mid,62300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD048,Upper-mid,59900.0,0.25,0,0.27443181818181817,4.581499468811655e-06,0,0.0,No forecast demand
53,ST002,MD049,Premium,70500.0,0.25,0,0.22968750000000002,3.2579787234042553e-06,0,0.0,No forecast demand
53,ST002,MD051,Premium,82400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD053,Premium,82100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD054,Premium,74400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD055,Premium,75000.0,0.5,0,0.45937500000000003,6.125000000000001e-06,0,0.0,No forecast demand
53,ST002,MD056,Flagship,102800.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD057,Flagship,119700.0,0.25,0,0.23396739130434782,1.9546147978642257e-06,0,0.0,No forecast demand
53,ST002,MD058,Flagship,150000.0,0.25,0,0.29531250000000003,1.9687500000000004e-06,0,0.0,No forecast demand
53,ST002,MD059,Flagship,128600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST002,MD060,Flagship,105100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD038,Mid-range,39900.0,5.0,5,5.90625,0.0001480263157894737,5,199500.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD050,Premium,97100.0,2.75,2,3.2484375,3.345455715756952e-05,2,194200.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD052,Premium,96000.0,2.5,2,2.953125,3.076171875e-05,2,192000.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD027,Mid-range,46300.0,3.0,3,3.0338114754098364,6.55250858619835e-05,3,138900.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD019,Budget,25600.0,5.25,5,5.630807714617169,0.00021995342635223317,5,128000.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD012,Entry,9100.0,8.5,8,10.040625,0.0011033653846153847,8,72800.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD016,Budget,23300.0,3.0,3,3.54375,0.0001520922746781116,3,69900.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD044,Upper-mid,66900.0,1.75,1,2.0671875,3.089966367713005e-05,1,66900.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD035,Mid-range,32400.0,2.75,2,2.5265625000000003,7.798032407407408e-05,2,64800.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD010,Entry,9800.0,6.0,6,7.0875,0.0007232142857142858,6,58800.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD021,Budget,25200.0,2.0,2,2.3625000000000003,9.375000000000002e-05,2,50400.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD017,Budget,19500.0,1.0,1,0.9420283018867924,4.830914368650218e-05,1,19500.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD015,Budget,16700.0,1.0,1,0.9187500000000001,5.501497005988024e-05,1,16700.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD024,Budget,16600.0,1.75,1,1.6078125,9.685617469879518e-05,1,16600.0,Allocated based on forecast demand and priority per rupee
53,ST003,MD001,Keypad,7600.0,0.25,0,0.22968750000000002,3.0222039473684212e-05,0,0.0,No forecast demand
53,ST003,MD002,Keypad,7900.0,0.25,0,0.22968750000000002,2.90743670886076e-05,0,0.0,No forecast demand
53,ST003,MD003,Keypad,6300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD004,Keypad,8800.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD005,Entry,11600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD006,Entry,13100.0,0.5,0,0.45937500000000003,3.5066793893129776e-05,0,0.0,No forecast demand
53,ST003,MD007,Entry,14300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD008,Entry,8500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD009,Entry,11500.0,0.25,0,0.22968750000000002,1.997282608695652e-05,0,0.0,No forecast demand
53,ST003,MD011,Entry,12100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD013,Entry,14500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD014,Budget,20600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD018,Budget,15900.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD020,Budget,19500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD022,Budget,21400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD023,Budget,21300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD025,Budget,16000.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD026,Mid-range,31900.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD028,Mid-range,36500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD029,Mid-range,31600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD030,Mid-range,27200.0,0.25,0,0.22968750000000002,8.444393382352942e-06,0,0.0,No forecast demand
53,ST003,MD031,Mid-range,38400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD032,Mid-range,42200.0,0.75,0,0.8206811797752809,1.944742132168912e-05,0,0.0,No forecast demand
53,ST003,MD033,Mid-range,36100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD034,Mid-range,44100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD036,Mid-range,36400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD037,Mid-range,35400.0,0.5,0,0.45937500000000003,1.2976694915254239e-05,0,0.0,No forecast demand
53,ST003,MD039,Upper-mid,51000.0,0.75,0,0.6890625,1.3511029411764706e-05,0,0.0,No forecast demand
53,ST003,MD040,Upper-mid,60000.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD041,Upper-mid,69300.0,0.5,0,0.45937500000000003,6.628787878787879e-06,0,0.0,No forecast demand
53,ST003,MD042,Upper-mid,48300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD043,Upper-mid,59500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD045,Upper-mid,52500.0,0.25,0,0.22968750000000002,4.3750000000000005e-06,0,0.0,No forecast demand
53,ST003,MD046,Upper-mid,71500.0,0.25,0,0.22968750000000002,3.2124125874125876e-06,0,0.0,No forecast demand
53,ST003,MD047,Upper-mid,62300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD048,Upper-mid,59900.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD049,Premium,70500.0,0.5,0,0.45937500000000003,6.515957446808511e-06,0,0.0,No forecast demand
53,ST003,MD051,Premium,82400.0,0.5,0,0.45937500000000003,5.57493932038835e-06,0,0.0,No forecast demand
53,ST003,MD053,Premium,82100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD054,Premium,74400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD055,Premium,75000.0,0.75,0,0.6890625,9.1875e-06,0,0.0,No forecast demand
53,ST003,MD056,Flagship,102800.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD057,Flagship,119700.0,0.25,0,0.24007120253164557,2.005607372862536e-06,0,0.0,No forecast demand
53,ST003,MD058,Flagship,150000.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD059,Flagship,128600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST003,MD060,Flagship,105100.0,0.5,0,0.45937500000000003,4.370837297811608e-06,0,0.0,No forecast demand
53,ST004,MD038,Mid-range,39900.0,4.0,4,4.7250000000000005,0.00011842105263157896,4,159600.0,Allocated based on forecast demand and priority per rupee
53,ST004,MD027,Mid-range,46300.0,2.25,2,2.6578125,5.740415766738661e-05,2,92600.0,Allocated based on forecast demand and priority per rupee
53,ST004,MD044,Upper-mid,66900.0,1.0,1,0.9187500000000001,1.3733183856502243e-05,1,66900.0,Allocated based on forecast demand and priority per rupee
53,ST004,MD010,Entry,9800.0,6.5,6,7.6781250000000005,0.000783482142857143,6,58800.0,Allocated based on forecast demand and priority per rupee
53,ST004,MD019,Budget,25600.0,1.75,1,2.0671875,8.074951171875001e-05,1,25600.0,Allocated based on forecast demand and priority per rupee
53,ST004,MD016,Budget,23300.0,1.75,1,2.0671875,8.872049356223177e-05,1,23300.0,Allocated based on forecast demand and priority per rupee
53,ST004,MD012,Entry,9100.0,1.75,1,2.0671875,0.00022716346153846156,1,9100.0,Allocated based on forecast demand and priority per rupee
53,ST004,MD001,Keypad,7600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD002,Keypad,7900.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD003,Keypad,6300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD004,Keypad,8800.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD005,Entry,11600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD006,Entry,13100.0,0.5,0,0.45937500000000003,3.5066793893129776e-05,0,0.0,No forecast demand
53,ST004,MD007,Entry,14300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD008,Entry,8500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD009,Entry,11500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD011,Entry,12100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD013,Entry,14500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD014,Budget,20600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD015,Budget,16700.0,0.25,0,0.22968750000000002,1.375374251497006e-05,0,0.0,No forecast demand
53,ST004,MD017,Budget,19500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD018,Budget,15900.0,0.25,0,0.22968750000000002,1.4445754716981134e-05,0,0.0,No forecast demand
53,ST004,MD020,Budget,19500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD021,Budget,25200.0,0.25,0,0.22968750000000002,9.114583333333334e-06,0,0.0,No forecast demand
53,ST004,MD022,Budget,21400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD023,Budget,21300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD024,Budget,16600.0,0.5,0,0.45937500000000003,2.767319277108434e-05,0,0.0,No forecast demand
53,ST004,MD025,Budget,16000.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD026,Mid-range,31900.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD028,Mid-range,36500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD029,Mid-range,31600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD030,Mid-range,27200.0,0.5,0,0.5524709302325582,2.0311431258549934e-05,0,0.0,No forecast demand
53,ST004,MD031,Mid-range,38400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD032,Mid-range,42200.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD033,Mid-range,36100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD034,Mid-range,44100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD035,Mid-range,32400.0,0.75,0,0.8859375,2.734375e-05,0,0.0,No forecast demand
53,ST004,MD036,Mid-range,36400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD037,Mid-range,35400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD039,Upper-mid,51000.0,0.5,0,0.5020833333333333,9.844771241830065e-06,0,0.0,No forecast demand
53,ST004,MD040,Upper-mid,60000.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD041,Upper-mid,69300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD042,Upper-mid,48300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD043,Upper-mid,59500.0,0.25,0,0.24493838028169015,4.116611433305717e-06,0,0.0,No forecast demand
53,ST004,MD045,Upper-mid,52500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD046,Upper-mid,71500.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD047,Upper-mid,62300.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD048,Upper-mid,59900.0,0.25,0,0.22968750000000002,3.834515859766277e-06,0,0.0,No forecast demand
53,ST004,MD049,Premium,70500.0,0.5,0,0.45937500000000003,6.515957446808511e-06,0,0.0,No forecast demand
53,ST004,MD050,Premium,97100.0,0.5,0,0.5906250000000001,6.0826467559217305e-06,0,0.0,No forecast demand
53,ST004,MD051,Premium,82400.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD052,Premium,96000.0,0.75,0,0.8859375,9.228515625e-06,0,0.0,No forecast demand
53,ST004,MD053,Premium,82100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD054,Premium,74400.0,0.25,0,0.22968750000000002,3.0871975806451617e-06,0,0.0,No forecast demand
53,ST004,MD055,Premium,75000.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD056,Flagship,102800.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD057,Flagship,119700.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD058,Flagship,150000.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD059,Flagship,128600.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST004,MD060,Flagship,105100.0,0.0,0,0.0,0.0,0,0.0,No forecast demand
53,ST005,MD038,Mid-range,39900.0,4.0,4,4.7250000000000005,0.00011842105263157896,4,159600.0,Allocated based on forecast demand and priority per rupee
53,ST005,MD044,Upper-mid,66900.0,2.0,2,2.3625000000000003,3.531390134529149e-05,2,133800.0,Allocated based on forecast demand and priority per rupee
53,ST005,MD035,Mid-range,32400.0,4.0,4,4.148780487804878,0.00012804878048780486,4,129600.0,Allocated based on forecast demand and priority per rupee
53,ST005,MD057,Flagship,119700.0,1.5,1,1.6430921052631582,1.3726751088246936e-05,1,119700.0,Allocated based on forecast demand and priority per rupee
53,ST005,MD019,Budget,25600.0,4.0,4,4.7250000000000005,0.00018457031250000003,4,102400.0,Allocated based on forecast demand and priority per rupee
53,ST005,MD027,Mid-range,46300.0,2.5,2,2.953125,6.378239740820734e-05,2,92600.0,Allocated based on forecast demand and priority per rupee
53,ST005,MD046,Upper-mid,71500.0,1.0,1,0.9187500000000001,1.284965034965035e-05,1,71500.0,Allocated based on forecast demand and priority per rupee
53,ST005,MD043,Upper-mid,59500.0,1.0,1,0.9187500000000001,1.5441176470588237e-05,1,59500.0,Allocated based on forecast demand and priority per rupee
53,ST005,MD039,Upper-mid,51000.0,1.5,1,1.771875,3.474264705882353e-05,1,51000.0,Allocated based on forecast demand and priority per rupee
53,ST005,MD021,Budget,25200.0,2.25,2,2.3861250000000003,9.46875e-05,2,50400.0,Allocated based on forecast demand and priority per rupee
53,ST005,MD016,Budget,23300.0,2.5,2,2.953125,0.00012674356223175965,2,46600.0,Allocated based on forecast demand and priority per rupee
