forecast_week,store_id,model_id,category,store_segment,tier,price,forecast_units,available_units,demand_cap,priority_score,priority_per_rupee,allocated_units,allocated_value,unmet_forecast_units
53,ST002,MD011,Entry,Premium,Tier 1,12100.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST002,MD012,Entry,Premium,Tier 1,9100.0,6.25,132,6,6.890625,0.0007572115384615384,0,0.0,6.25
53,ST002,MD013,Entry,Premium,Tier 1,14500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD014,Budget,Premium,Tier 1,20600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD015,Budget,Premium,Tier 1,16700.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST002,MD016,Budget,Premium,Tier 1,23300.0,1.25,69,1,1.378125,5.914699570815451e-05,0,0.0,1.25
53,ST002,MD017,Budget,Premium,Tier 1,19500.0,0.25,8,0,0.24937500000000004,1.2788461538461541e-05,0,0.0,0.25
53,ST002,MD018,Budget,Premium,Tier 1,15900.0,0.0,3,0,0.0,0.0,0,0.0,0.0
53,ST002,MD020,Budget,Premium,Tier 1,19500.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST002,MD022,Budget,Premium,Tier 1,21400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD023,Budget,Premium,Tier 1,21300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD024,Budget,Premium,Tier 1,16600.0,0.25,19,0,0.24937500000000004,1.5022590361445786e-05,0,0.0,0.25
53,ST002,MD025,Budget,Premium,Tier 1,16000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD026,Mid-range,Premium,Tier 1,31900.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD027,Mid-range,Premium,Tier 1,46300.0,0.75,27,0,0.7762500000000001,1.6765658747300218e-05,0,0.0,0.75
53,ST002,MD028,Mid-range,Premium,Tier 1,36500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD029,Mid-range,Premium,Tier 1,31600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD031,Mid-range,Premium,Tier 1,38400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD032,Mid-range,Premium,Tier 1,42200.0,0.5,7,0,0.4987500000000001,1.1818720379146922e-05,0,0.0,0.5
53,ST002,MD033,Mid-range,Premium,Tier 1,36100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD034,Mid-range,Premium,Tier 1,44100.0,0.25,1,0,0.24937500000000004,5.654761904761906e-06,0,0.0,0.25
53,ST002,MD035,Mid-range,Premium,Tier 1,32400.0,0.75,19,0,0.748125,2.309027777777778e-05,0,0.0,0.75
53,ST002,MD036,Mid-range,Premium,Tier 1,36400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD037,Mid-range,Premium,Tier 1,35400.0,0.25,6,0,0.24937500000000004,7.04449152542373e-06,0,0.0,0.25
53,ST002,MD040,Upper-mid,Premium,Tier 1,60000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD041,Upper-mid,Premium,Tier 1,69300.0,0.25,2,0,0.24937500000000004,3.598484848484849e-06,0,0.0,0.25
53,ST002,MD042,Upper-mid,Premium,Tier 1,48300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD044,Upper-mid,Premium,Tier 1,66900.0,0.25,10,0,0.275625,4.119955156950672e-06,0,0.0,0.25
53,ST002,MD045,Upper-mid,Premium,Tier 1,52500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD046,Upper-mid,Premium,Tier 1,71500.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST002,MD047,Upper-mid,Premium,Tier 1,62300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD048,Upper-mid,Premium,Tier 1,59900.0,0.25,4,0,0.24937500000000004,4.163188647746245e-06,0,0.0,0.25
53,ST002,MD049,Premium,Premium,Tier 1,70500.0,0.25,3,0,0.24937500000000004,3.537234042553192e-06,0,0.0,0.25
53,ST002,MD051,Premium,Premium,Tier 1,82400.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST002,MD053,Premium,Premium,Tier 1,82100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD054,Premium,Premium,Tier 1,74400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD055,Premium,Premium,Tier 1,75000.0,0.5,5,0,0.4987500000000001,6.650000000000001e-06,0,0.0,0.5
53,ST002,MD056,Flagship,Premium,Tier 1,102800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD057,Flagship,Premium,Tier 1,119700.0,0.25,2,0,0.24937500000000004,2.083333333333334e-06,0,0.0,0.25
53,ST002,MD058,Flagship,Premium,Tier 1,150000.0,0.25,2,0,0.275625,1.8375e-06,0,0.0,0.25
53,ST002,MD059,Flagship,Premium,Tier 1,128600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST002,MD060,Flagship,Premium,Tier 1,105100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD038,Mid-range,Premium,Tier 1,39900.0,5.0,37,5,5.5125,0.0001381578947368421,5,199500.0,0.0
53,ST003,MD050,Premium,Premium,Tier 1,97100.0,2.75,14,2,3.0318750000000003,3.122425334706488e-05,2,194200.0,0.75
53,ST003,MD052,Premium,Premium,Tier 1,96000.0,2.5,14,2,2.75625,2.8710937500000002e-05,2,192000.0,0.5
53,ST003,MD027,Mid-range,Premium,Tier 1,46300.0,3.0,27,3,3.3075000000000006,7.143628509719223e-05,3,138900.0,0.0
53,ST003,MD019,Budget,Premium,Tier 1,25600.0,5.25,23,5,5.236875000000001,0.00020456542968750005,5,128000.0,0.25
53,ST003,MD012,Entry,Premium,Tier 1,9100.0,8.5,132,8,9.371250000000002,0.0010298076923076925,8,72800.0,0.5
53,ST003,MD016,Budget,Premium,Tier 1,23300.0,3.0,69,3,3.3075000000000006,0.00014195278969957083,3,69900.0,0.0
53,ST003,MD044,Upper-mid,Premium,Tier 1,66900.0,1.75,10,1,1.9293750000000003,2.8839686098654713e-05,1,66900.0,0.75
53,ST003,MD035,Mid-range,Premium,Tier 1,32400.0,2.75,19,2,2.7431250000000005,8.466435185185187e-05,2,64800.0,0.75
53,ST003,MD010,Entry,Premium,Tier 1,9800.0,6.0,121,6,6.615000000000001,0.0006750000000000001,6,58800.0,0.0
53,ST003,MD017,Budget,Premium,Tier 1,19500.0,1.0,8,1,0.9975000000000002,5.1153846153846164e-05,1,19500.0,0.0
53,ST003,MD015,Budget,Premium,Tier 1,16700.0,1.0,5,1,0.9975000000000002,5.97305389221557e-05,1,16700.0,0.0
53,ST003,MD024,Budget,Premium,Tier 1,16600.0,1.75,19,1,1.76859375,0.0001065417921686747,1,16600.0,0.75
53,ST003,MD001,Keypad,Premium,Tier 1,7600.0,0.25,6,0,0.24937500000000004,3.2812500000000005e-05,0,0.0,0.25
53,ST003,MD002,Keypad,Premium,Tier 1,7900.0,0.25,17,0,0.24937500000000004,3.1566455696202536e-05,0,0.0,0.25
53,ST003,MD003,Keypad,Premium,Tier 1,6300.0,0.0,14,0,0.0,0.0,0,0.0,0.0
53,ST003,MD004,Keypad,Premium,Tier 1,8800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD005,Entry,Premium,Tier 1,11600.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST003,MD006,Entry,Premium,Tier 1,13100.0,0.5,16,0,0.4987500000000001,3.807251908396947e-05,0,0.0,0.5
53,ST003,MD007,Entry,Premium,Tier 1,14300.0,0.0,4,0,0.0,0.0,0,0.0,0.0
53,ST003,MD008,Entry,Premium,Tier 1,8500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD009,Entry,Premium,Tier 1,11500.0,0.25,3,0,0.24937500000000004,2.1684782608695657e-05,0,0.0,0.25
53,ST003,MD011,Entry,Premium,Tier 1,12100.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST003,MD013,Entry,Premium,Tier 1,14500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD014,Budget,Premium,Tier 1,20600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD018,Budget,Premium,Tier 1,15900.0,0.0,3,0,0.0,0.0,0,0.0,0.0
53,ST003,MD020,Budget,Premium,Tier 1,19500.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST003,MD021,Budget,Premium,Tier 1,25200.0,2.0,62,2,2.205,8.75e-05,0,0.0,2.0
53,ST003,MD022,Budget,Premium,Tier 1,21400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD023,Budget,Premium,Tier 1,21300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD025,Budget,Premium,Tier 1,16000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD026,Mid-range,Premium,Tier 1,31900.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD028,Mid-range,Premium,Tier 1,36500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD029,Mid-range,Premium,Tier 1,31600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD030,Mid-range,Premium,Tier 1,27200.0,0.25,9,0,0.24937500000000004,9.168198529411766e-06,0,0.0,0.25
53,ST003,MD031,Mid-range,Premium,Tier 1,38400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD032,Mid-range,Premium,Tier 1,42200.0,0.75,7,0,0.748125,1.772808056872038e-05,0,0.0,0.75
53,ST003,MD033,Mid-range,Premium,Tier 1,36100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD034,Mid-range,Premium,Tier 1,44100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD036,Mid-range,Premium,Tier 1,36400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD037,Mid-range,Premium,Tier 1,35400.0,0.5,6,0,0.4987500000000001,1.408898305084746e-05,0,0.0,0.5
53,ST003,MD039,Upper-mid,Premium,Tier 1,51000.0,0.75,12,0,0.748125,1.4669117647058824e-05,0,0.0,0.75
53,ST003,MD040,Upper-mid,Premium,Tier 1,60000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD041,Upper-mid,Premium,Tier 1,69300.0,0.5,2,0,0.4987500000000001,7.196969696969698e-06,0,0.0,0.5
53,ST003,MD042,Upper-mid,Premium,Tier 1,48300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD043,Upper-mid,Premium,Tier 1,59500.0,0.0,6,0,0.0,0.0,0,0.0,0.0
53,ST003,MD045,Upper-mid,Premium,Tier 1,52500.0,0.25,1,0,0.24937500000000004,4.750000000000001e-06,0,0.0,0.25
53,ST003,MD046,Upper-mid,Premium,Tier 1,71500.0,0.25,5,0,0.24937500000000004,3.487762237762238e-06,0,0.0,0.25
53,ST003,MD047,Upper-mid,Premium,Tier 1,62300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD048,Upper-mid,Premium,Tier 1,59900.0,0.0,4,0,0.0,0.0,0,0.0,0.0
53,ST003,MD049,Premium,Premium,Tier 1,70500.0,0.5,3,0,0.4987500000000001,7.074468085106384e-06,0,0.0,0.5
53,ST003,MD051,Premium,Premium,Tier 1,82400.0,0.5,2,0,0.4987500000000001,6.052791262135923e-06,0,0.0,0.5
53,ST003,MD053,Premium,Premium,Tier 1,82100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD054,Premium,Premium,Tier 1,74400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD055,Premium,Premium,Tier 1,75000.0,0.75,5,0,0.748125,9.975e-06,0,0.0,0.75
53,ST003,MD056,Flagship,Premium,Tier 1,102800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD057,Flagship,Premium,Tier 1,119700.0,0.25,2,0,0.24937500000000004,2.083333333333334e-06,0,0.0,0.25
53,ST003,MD058,Flagship,Premium,Tier 1,150000.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST003,MD059,Flagship,Premium,Tier 1,128600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST003,MD060,Flagship,Premium,Tier 1,105100.0,0.5,1,0,0.4987500000000001,4.7454804947668895e-06,0,0.0,0.5
53,ST004,MD038,Mid-range,Premium,Tier 1,39900.0,4.0,37,4,4.41,0.00011052631578947369,4,159600.0,0.0
53,ST004,MD027,Mid-range,Premium,Tier 1,46300.0,2.25,27,2,2.4806250000000003,5.357721382289418e-05,2,92600.0,0.25
53,ST004,MD044,Upper-mid,Premium,Tier 1,66900.0,1.0,10,1,1.1025,1.647982062780269e-05,1,66900.0,0.0
53,ST004,MD010,Entry,Premium,Tier 1,9800.0,6.5,121,6,7.166250000000001,0.00073125,6,58800.0,0.5
53,ST004,MD019,Budget,Premium,Tier 1,25600.0,1.75,23,1,1.9293750000000003,7.536621093750001e-05,1,25600.0,0.75
53,ST004,MD001,Keypad,Premium,Tier 1,7600.0,0.0,6,0,0.0,0.0,0,0.0,0.0
53,ST004,MD002,Keypad,Premium,Tier 1,7900.0,0.0,17,0,0.0,0.0,0,0.0,0.0
53,ST004,MD003,Keypad,Premium,Tier 1,6300.0,0.0,14,0,0.0,0.0,0,0.0,0.0
53,ST004,MD004,Keypad,Premium,Tier 1,8800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD005,Entry,Premium,Tier 1,11600.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST004,MD006,Entry,Premium,Tier 1,13100.0,0.5,16,0,0.4987500000000001,3.807251908396947e-05,0,0.0,0.5
53,ST004,MD007,Entry,Premium,Tier 1,14300.0,0.0,4,0,0.0,0.0,0,0.0,0.0
53,ST004,MD008,Entry,Premium,Tier 1,8500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD009,Entry,Premium,Tier 1,11500.0,0.0,3,0,0.0,0.0,0,0.0,0.0
53,ST004,MD011,Entry,Premium,Tier 1,12100.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST004,MD012,Entry,Premium,Tier 1,9100.0,1.75,132,1,1.9293750000000003,0.0002120192307692308,0,0.0,1.75
53,ST004,MD013,Entry,Premium,Tier 1,14500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD014,Budget,Premium,Tier 1,20600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD015,Budget,Premium,Tier 1,16700.0,0.25,5,0,0.24937500000000004,1.4932634730538925e-05,0,0.0,0.25
53,ST004,MD016,Budget,Premium,Tier 1,23300.0,1.75,69,1,1.9293750000000003,8.280579399141632e-05,0,0.0,1.75
53,ST004,MD017,Budget,Premium,Tier 1,19500.0,0.0,8,0,0.0,0.0,0,0.0,0.0
53,ST004,MD018,Budget,Premium,Tier 1,15900.0,0.25,3,0,0.266875,1.678459119496855e-05,0,0.0,0.25
53,ST004,MD020,Budget,Premium,Tier 1,19500.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST004,MD021,Budget,Premium,Tier 1,25200.0,0.25,62,0,0.275625,1.09375e-05,0,0.0,0.25
53,ST004,MD022,Budget,Premium,Tier 1,21400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD023,Budget,Premium,Tier 1,21300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD024,Budget,Premium,Tier 1,16600.0,0.5,19,0,0.4987500000000001,3.0045180722891572e-05,0,0.0,0.5
53,ST004,MD025,Budget,Premium,Tier 1,16000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD026,Mid-range,Premium,Tier 1,31900.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD028,Mid-range,Premium,Tier 1,36500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD029,Mid-range,Premium,Tier 1,31600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD030,Mid-range,Premium,Tier 1,27200.0,0.5,9,0,0.4987500000000001,1.8336397058823532e-05,0,0.0,0.5
53,ST004,MD031,Mid-range,Premium,Tier 1,38400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD032,Mid-range,Premium,Tier 1,42200.0,0.0,7,0,0.0,0.0,0,0.0,0.0
53,ST004,MD033,Mid-range,Premium,Tier 1,36100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD034,Mid-range,Premium,Tier 1,44100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD035,Mid-range,Premium,Tier 1,32400.0,0.75,19,0,0.8268750000000001,2.5520833333333338e-05,0,0.0,0.75
53,ST004,MD036,Mid-range,Premium,Tier 1,36400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD037,Mid-range,Premium,Tier 1,35400.0,0.0,6,0,0.0,0.0,0,0.0,0.0
53,ST004,MD039,Upper-mid,Premium,Tier 1,51000.0,0.5,12,0,0.4987500000000001,9.779411764705883e-06,0,0.0,0.5
53,ST004,MD040,Upper-mid,Premium,Tier 1,60000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD041,Upper-mid,Premium,Tier 1,69300.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST004,MD042,Upper-mid,Premium,Tier 1,48300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD043,Upper-mid,Premium,Tier 1,59500.0,0.25,6,0,0.24937500000000004,4.191176470588236e-06,0,0.0,0.25
53,ST004,MD045,Upper-mid,Premium,Tier 1,52500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD046,Upper-mid,Premium,Tier 1,71500.0,0.0,5,0,0.0,0.0,0,0.0,0.0
