store_id,store_segment,tier,predecessor_recent6_avg_units,successor_recent6_avg_units,successor_model_share,predecessor_model_id,successor_model_id,lifecycle_status,eol_score,transfer_priority,recommended_transfer_units,transfer_reason,predecessor_price,successor_price,recommended_transfer_value
ST003,Premium,Tier 1,0.0,7.0,0.012111137497031584,MD011,MD012,EOL_RECOMMEND,0.7833333333333333,0.5863334124910948,0,Successor already has demand in this store,12100.0,9100.0,0.0
ST012,Value,Tier 2,0.0,4.333333333333333,0.0351123595505618,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.5820037453183521,0,Successor already has demand in this store,11500.0,9800.0,0.0
ST021,Value,Tier 3,0.16666666666666666,4.333333333333333,0.02759009009009009,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.569436936936937,0,Successor already has demand in this store,11500.0,9800.0,0.0
ST014,Value,Tier 3,0.16666666666666666,4.166666666666667,0.03094939355918026,MD020,MD021,WATCH,0.5379901960784312,0.5611815140108741,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST008,Premium,Tier 1,0.5,4.5,0.011023079572855667,MD049,MD050,EOL_RECOMMEND,0.7708333333333333,0.5580692387185671,1,Successor already has demand in this store,70500.0,97100.0,97100.0
ST017,Value,Tier 2,0.16666666666666666,4.5,0.01335258029592205,MD015,MD016,WATCH,0.6458333333333333,0.5450577408877662,0,Successor already has demand in this store,16700.0,23300.0,0.0
ST023,Value,Tier 3,0.0,4.166666666666667,0.02869097429766886,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.54440625622634,0,Successor already has demand in this store,11500.0,9800.0,0.0
ST020,Value,Tier 3,0.16666666666666666,4.333333333333333,0.014903846153846155,MD011,MD012,EOL_RECOMMEND,0.7833333333333333,0.5313782051282051,0,Successor already has demand in this store,12100.0,9100.0,0.0
ST019,Balanced,Tier 2,0.16666666666666666,4.166666666666667,0.018867924528301886,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.524937106918239,0,Successor already has demand in this store,11500.0,9800.0,0.0
ST005,Premium,Tier 1,0.0,3.3333333333333335,0.056585677749360616,MD018,MD019,EOL_RECOMMEND,0.7666666666666666,0.5166666666666667,0,Successor already has demand in this store,15900.0,25600.0,0.0
ST001,Premium,Tier 1,0.8333333333333334,4.0,0.008156606851549755,MD037,MD038,WATCH,0.5450413223140496,0.5144698205546493,1,Successor already has demand in this store,35400.0,39900.0,39900.0
ST006,Premium,Tier 1,0.3333333333333333,4.166666666666667,0.007081038552321007,MD037,MD038,WATCH,0.5450413223140496,0.4995764489902964,0,Successor already has demand in this store,35400.0,39900.0,0.0
ST024,Value,Tier 3,0.5,3.8333333333333335,0.015010006671114077,MD020,MD021,WATCH,0.5379901960784312,0.496696686680009,1,Successor already has demand in this store,19500.0,25200.0,25200.0
ST001,Premium,Tier 1,0.3333333333333333,4.0,0.010114192495921697,MD051,MD052,EOL_RECOMMEND,0.7694444444444444,0.49034257748776516,0,Successor already has demand in this store,82400.0,96000.0,0.0
ST005,Premium,Tier 1,0.16666666666666666,3.0,0.052429667519181586,MD034,MD035,WATCH,0.6263888888888889,0.49,0,Successor already has demand in this store,44100.0,32400.0,0.0
ST011,Value,Tier 2,0.3333333333333333,3.6666666666666665,0.02098717450446949,MD020,MD021,WATCH,0.5379901960784312,0.4862948568467418,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST013,Value,Tier 3,0.16666666666666666,3.5,0.029518950437317785,MD026,MD027,EOL_RECOMMEND,0.7625,0.48355685131195336,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST019,Balanced,Tier 2,0.16666666666666666,2.8333333333333335,0.060991663010092144,MD018,MD019,EOL_RECOMMEND,0.7666666666666666,0.4716666666666667,0,Successor already has demand in this store,15900.0,25600.0,0.0
ST023,Value,Tier 3,0.16666666666666666,3.3333333333333335,0.029886431560071727,MD020,MD021,WATCH,0.5379901960784312,0.4663259613468819,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST011,Value,Tier 2,0.0,2.8333333333333335,0.10493587252234746,MD023,MD024,WATCH,0.475,0.46166666666666667,0,Successor already has demand in this store,21300.0,16600.0,0.0
ST008,Premium,Tier 1,0.3333333333333333,3.6666666666666665,0.011712022046159145,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.45846939947181076,0,Successor already has demand in this store,11500.0,9800.0,0.0
ST023,Value,Tier 3,0.16666666666666666,3.5,0.014943215780035863,MD015,MD016,WATCH,0.6458333333333333,0.4398296473401076,0,Successor already has demand in this store,16700.0,23300.0,0.0
ST001,Premium,Tier 1,0.16666666666666666,3.6666666666666665,0.008809135399673736,MD011,MD012,EOL_RECOMMEND,0.7833333333333333,0.43976073953235456,0,Successor already has demand in this store,12100.0,9100.0,0.0
ST002,Premium,Tier 1,0.8333333333333334,3.3333333333333335,0.007392075694855115,MD037,MD038,WATCH,0.5450413223140496,0.4388428937512321,1,Successor already has demand in this store,35400.0,39900.0,39900.0
ST003,Premium,Tier 1,0.16666666666666666,3.5,0.014485870339586796,MD026,MD027,EOL_RECOMMEND,0.7625,0.4384576110187604,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST021,Value,Tier 3,0.5,3.0,0.02533783783783784,MD020,MD021,WATCH,0.5379901960784312,0.4360135135135135,1,Successor already has demand in this store,19500.0,25200.0,25200.0
ST004,Premium,Tier 1,0.16666666666666666,3.5,0.01362088535754824,MD037,MD038,WATCH,0.5450413223140496,0.43586265607264474,0,Successor already has demand in this store,35400.0,39900.0,0.0
ST009,Value,Tier 2,0.5,3.3333333333333335,0.011306532663316583,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.4305862646566165,1,Successor already has demand in this store,11500.0,9800.0,9800.0
ST008,Premium,Tier 1,0.0,3.6666666666666665,0.00861178091629349,MD011,MD012,EOL_RECOMMEND,0.7833333333333333,0.42916867608221376,0,Successor already has demand in this store,12100.0,9100.0,0.0
ST019,Balanced,Tier 2,0.16666666666666666,3.3333333333333335,0.014480035103115402,MD015,MD016,WATCH,0.6458333333333333,0.420106771976013,0,Successor already has demand in this store,16700.0,23300.0,0.0
ST005,Premium,Tier 1,1.5,2.8333333333333335,0.005754475703324808,MD037,MD038,WATCH,0.5450413223140496,0.41893009377664114,3,Successor already has demand in this store,35400.0,39900.0,119700.0
ST018,Value,Tier 2,0.16666666666666666,3.1666666666666665,0.01864258665889892,MD026,MD027,EOL_RECOMMEND,0.7625,0.4142610933100301,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST014,Value,Tier 3,0.0,3.0,0.027603513174404015,MD026,MD027,EOL_RECOMMEND,0.7625,0.41281053952321206,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST013,Value,Tier 3,1.0,2.8333333333333335,0.01348396501457726,MD020,MD021,WATCH,0.5379901960784312,0.41211856171039846,2,Successor already has demand in this store,19500.0,25200.0,50400.0
ST005,Premium,Tier 1,0.0,3.5,0.008951406649616368,MD011,MD012,EOL_RECOMMEND,0.7833333333333333,0.41185421994884913,0,Successor already has demand in this store,12100.0,9100.0,0.0
ST018,Value,Tier 2,0.0,3.5,0.007864841246722983,MD011,MD012,EOL_RECOMMEND,0.7833333333333333,0.40859452374016897,0,Successor already has demand in this store,12100.0,9100.0,0.0
ST012,Value,Tier 2,0.0,2.8333333333333335,0.032303370786516857,MD026,MD027,EOL_RECOMMEND,0.7625,0.40857677902621725,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST024,Value,Tier 3,0.3333333333333333,2.1666666666666665,0.051701134089392926,MD018,MD019,EOL_RECOMMEND,0.7666666666666666,0.4083333333333333,0,Successor already has demand in this store,15900.0,25600.0,0.0
ST005,Premium,Tier 1,0.16666666666666666,3.1666666666666665,0.0159846547314578,MD020,MD021,WATCH,0.5379901960784312,0.40628729752770676,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST002,Premium,Tier 1,0.0,3.3333333333333335,0.012418687167356593,MD020,MD021,WATCH,0.5379901960784312,0.40392272816873653,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST008,Premium,Tier 1,0.16666666666666666,3.3333333333333335,0.007578367206338271,MD051,MD052,EOL_RECOMMEND,0.7694444444444444,0.3994017682856816,0,Successor already has demand in this store,82400.0,96000.0,0.0
ST021,Value,Tier 3,0.0,3.1666666666666665,0.01463963963963964,MD015,MD016,WATCH,0.6458333333333333,0.39225225225225224,0,Successor already has demand in this store,16700.0,23300.0,0.0
ST007,Premium,Tier 1,0.0,3.1666666666666665,0.014134275618374558,MD020,MD021,WATCH,0.5379901960784312,0.39073616018845697,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST009,Value,Tier 2,0.0,2.5,0.03768844221105527,MD034,MD035,WATCH,0.6263888888888889,0.38806532663316584,0,Successor already has demand in this store,44100.0,32400.0,0.0
ST003,Premium,Tier 1,1.1666666666666667,2.6666666666666665,0.006174305390643553,MD015,MD016,WATCH,0.6458333333333333,0.381856249505264,2,Successor already has demand in this store,16700.0,23300.0,46600.0
ST006,Premium,Tier 1,0.5,1.8333333333333333,0.057435090479937057,MD018,MD019,EOL_RECOMMEND,0.7666666666666666,0.38166666666666665,1,Successor already has demand in this store,15900.0,25600.0,25600.0
ST020,Value,Tier 3,0.5,2.6666666666666665,0.01875,MD020,MD021,WATCH,0.5379901960784312,0.37958333333333333,1,Successor already has demand in this store,19500.0,25200.0,25200.0
ST008,Premium,Tier 1,0.0,3.0,0.01584567688598002,MD026,MD027,EOL_RECOMMEND,0.7625,0.3775370306579401,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST019,Balanced,Tier 2,0.0,2.8333333333333335,0.019745502413339184,MD020,MD021,WATCH,0.5379901960784312,0.37090317390668426,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST001,Premium,Tier 1,0.0,2.3333333333333335,0.033931484502446985,MD034,MD035,WATCH,0.6263888888888889,0.35846112017400766,0,Successor already has demand in this store,44100.0,32400.0,0.0
ST016,Value,Tier 3,0.16666666666666666,2.3333333333333335,0.02959183673469388,MD020,MD021,WATCH,0.5379901960784312,0.35544217687074836,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST025,Value,Tier 3,0.0,2.6666666666666665,0.020589422688736373,MD026,MD027,EOL_RECOMMEND,0.7625,0.35510160139954244,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST011,Value,Tier 2,0.0,1.8333333333333333,0.06801399144966964,MD029,MD030,WATCH,0.6416666666666666,0.3516666666666667,0,Successor already has demand in this store,31600.0,27200.0,0.0
ST017,Value,Tier 2,0.0,1.8333333333333333,0.0534103211836882,MD023,MD024,WATCH,0.475,0.3516666666666667,0,Successor already has demand in this store,21300.0,16600.0,0.0
ST005,Premium,Tier 1,0.0,1.8333333333333333,0.05051150895140665,MD045,MD046,WATCH,0.4708333333333333,0.3516666666666667,0,Successor already has demand in this store,52500.0,71500.0,0.0
ST001,Premium,Tier 1,0.0,2.5,0.024143556280587276,MD026,MD027,EOL_RECOMMEND,0.7625,0.3474306688417618,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST008,Premium,Tier 1,0.16666666666666666,1.6666666666666667,0.08198415432311403,MD031,MD032,WATCH,0.4833333333333333,0.3433333333333334,0,Successor already has demand in this store,38400.0,42200.0,0.0
ST007,Premium,Tier 1,0.16666666666666666,1.6666666666666667,0.06164114644680016,MD023,MD024,WATCH,0.475,0.3433333333333334,0,Successor already has demand in this store,21300.0,16600.0,0.0
ST001,Premium,Tier 1,1.0,2.1666666666666665,0.01435562805872757,MD020,MD021,WATCH,0.5379901960784312,0.34140021750951605,2,Successor already has demand in this store,19500.0,25200.0,50400.0
ST004,Premium,Tier 1,0.0,2.5,0.021566401816118047,MD026,MD027,EOL_RECOMMEND,0.7625,0.3396992054483542,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST016,Value,Tier 3,0.16666666666666666,1.5,0.06224489795918367,MD018,MD019,EOL_RECOMMEND,0.7666666666666666,0.325,0,Successor already has demand in this store,15900.0,25600.0,0.0
ST023,Value,Tier 3,0.3333333333333333,1.5,0.04602510460251046,MD018,MD019,EOL_RECOMMEND,0.7666666666666666,0.3230753138075314,0,Successor already has demand in this store,15900.0,25600.0,0.0
ST020,Value,Tier 3,0.5,2.3333333333333335,0.011538461538461539,MD015,MD016,WATCH,0.6458333333333333,0.32128205128205134,1,Successor already has demand in this store,16700.0,23300.0,23300.0
ST008,Premium,Tier 1,0.16666666666666666,1.6666666666666667,0.04099207716155701,MD034,MD035,WATCH,0.6263888888888889,0.31630956481800443,0,Successor already has demand in this store,44100.0,32400.0,0.0
ST005,Premium,Tier 1,0.16666666666666666,2.3333333333333335,0.0159846547314578,MD026,MD027,EOL_RECOMMEND,0.7625,0.31462063086104014,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST010,Value,Tier 2,0.0,1.8333333333333333,0.03702304495655459,MD023,MD024,WATCH,0.475,0.3127358015363304,0,Successor already has demand in this store,21300.0,16600.0,0.0
ST025,Value,Tier 3,0.0,2.0,0.03068227694792087,MD034,MD035,WATCH,0.6263888888888889,0.3120468308437626,0,Successor already has demand in this store,44100.0,32400.0,0.0
ST024,Value,Tier 3,0.3333333333333333,2.5,0.00533689126084056,MD037,MD038,WATCH,0.5450413223140496,0.31101067378252173,0,Successor already has demand in this store,35400.0,39900.0,0.0
ST005,Premium,Tier 1,0.5,2.3333333333333335,0.0076726342710997444,MD015,MD016,WATCH,0.6458333333333333,0.309684569479966,1,Successor already has demand in this store,16700.0,23300.0,23300.0
ST022,Value,Tier 3,0.16666666666666666,2.5,0.008113590263691683,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.3093407707910751,0,Successor already has demand in this store,11500.0,9800.0,0.0
ST003,Premium,Tier 1,0.3333333333333333,2.5,0.004037045832343861,MD049,MD050,EOL_RECOMMEND,0.7708333333333333,0.3071111374970316,0,Successor already has demand in this store,70500.0,97100.0,0.0
ST003,Premium,Tier 1,0.0,2.5,0.010686297791498456,MD020,MD021,WATCH,0.5379901960784312,0.3070588933744954,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST015,Value,Tier 3,0.0,1.5,0.04555010511562719,MD023,MD024,WATCH,0.475,0.3016503153468816,0,Successor already has demand in this store,21300.0,16600.0,0.0
ST019,Balanced,Tier 2,0.16666666666666666,1.6666666666666667,0.035980693286529176,MD023,MD024,WATCH,0.475,0.3012754131929209,0,Successor already has demand in this store,21300.0,16600.0,0.0
ST009,Value,Tier 2,0.3333333333333333,2.1666666666666665,0.01423785594639866,MD020,MD021,WATCH,0.5379901960784312,0.30104690117252936,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST016,Value,Tier 3,0.16666666666666666,2.3333333333333335,0.011224489795918367,MD015,MD016,WATCH,0.6458333333333333,0.30034013605442184,0,Successor already has demand in this store,16700.0,23300.0,0.0
ST007,Premium,Tier 1,0.0,2.5,0.008244994110718492,MD009,MD010,EOL_RECOMMEND,0.7333333333333333,0.2997349823321555,0,Successor already has demand in this store,11500.0,9800.0,0.0
ST004,Premium,Tier 1,0.16666666666666666,2.1666666666666665,0.01362088535754824,MD015,MD016,WATCH,0.6458333333333333,0.28919598940597807,0,Successor already has demand in this store,16700.0,23300.0,0.0
ST009,Value,Tier 2,0.0,1.6666666666666667,0.03433835845896147,MD023,MD024,WATCH,0.475,0.28634840871021777,0,Successor already has demand in this store,21300.0,16600.0,0.0
ST010,Value,Tier 2,0.0,2.3333333333333335,0.009444654325651681,MD020,MD021,WATCH,0.5379901960784312,0.2850006296436218,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST016,Value,Tier 3,0.0,2.3333333333333335,0.008673469387755102,MD011,MD012,EOL_RECOMMEND,0.7833333333333333,0.282687074829932,0,Successor already has demand in this store,12100.0,9100.0,0.0
ST008,Premium,Tier 1,0.3333333333333333,2.0,0.013778849466069583,MD020,MD021,WATCH,0.5379901960784312,0.28133654839820876,0,Successor already has demand in this store,19500.0,25200.0,0.0
ST006,Premium,Tier 1,0.16666666666666666,2.3333333333333335,0.004196170993968004,MD049,MD050,EOL_RECOMMEND,0.7708333333333333,0.2792551796485707,0,Successor already has demand in this store,70500.0,97100.0,0.0
ST014,Value,Tier 3,0.0,2.3333333333333335,0.007109995817649519,MD011,MD012,EOL_RECOMMEND,0.7833333333333333,0.27799665411961527,0,Successor already has demand in this store,12100.0,9100.0,0.0
ST008,Premium,Tier 1,0.0,2.3333333333333335,0.005511539786427834,MD015,MD016,WATCH,0.6458333333333333,0.27320128602595023,0,Successor already has demand in this store,16700.0,23300.0,0.0
ST005,Premium,Tier 1,0.0,1.6666666666666667,0.029411764705882353,MD023,MD024,WATCH,0.475,0.2715686274509804,0,Successor already has demand in this store,21300.0,16600.0,0.0
ST022,Value,Tier 3,0.0,2.1666666666666665,0.011011301072153,MD026,MD027,EOL_RECOMMEND,0.7625,0.27136723654979233,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST010,Value,Tier 2,0.0,2.0,0.01662259161314696,MD026,MD027,EOL_RECOMMEND,0.7625,0.2698677748394409,0,Successor already has demand in this store,31900.0,46300.0,0.0
ST003,Premium,Tier 1,0.3333333333333333,2.1666666666666665,0.0033246259795772976,MD051,MD052,EOL_RECOMMEND,0.7694444444444444,0.26830721127206525,0,Successor already has demand in this store,82400.0,96000.0,0.0
ST018,Value,Tier 2,0.16666666666666666,1.1666666666666667,0.04311098164870376,MD018,MD019,EOL_RECOMMEND,0.7666666666666666,0.2676662782794446,0,Successor already has demand in this store,15900.0,25600.0,0.0
ST015,Value,Tier 3,0.16666666666666666,2.1666666666666665,0.005956552207428171,MD011,MD012,EOL_RECOMMEND,0.7833333333333333,0.26620298995561786,0,Successor already has demand in this store,12100.0,9100.0,0.0
